OID_,SiteID,Agnc_ID,SourcNm,Wtrbdy_n,Verified,Comments,DM_Notes,Region,dist_coast_km,NHDPlusID,SourceFC,GridCode,AreaSqKm,VPUID,cat_ID,cat_ID_txt,cat_ID_con,catID,MERGE_SRC,site_max_acc,site_acc_sqKm,Area_km2,AreaSqKm_1,ArbolateSu,PathLength,StartFlag,TerminalPa,USContArea,DSContArea,LINKNO,DOUTEND,DOUTSTART,area_diff,str_slope,str_ord,ds_dist_outlet,str_slope_dg,lat,lon,sp_ls,AWC_CODE,sa_sp_hab,sa_sp_count,ts_id_dm,cat_slope_COUNT,cat_slope_AREA,cat_slope_MIN,cat_slope_MAX,cat_slope_RANGE,cat_slope_MEAN,cat_slope_STD,cat_slope_SUM,cat_slope_MEDIAN,cat_slope_PCT90,cat_elev_COUNT,cat_elev_AREA,cat_elev_MIN,cat_elev_MAX,cat_elev_RANGE,cat_elev_MEAN,cat_elev_STD,cat_elev_SUM,cat_elev_VARIETY,cat_elev_MAJORITY,cat_elev_MINORITY,cat_elev_MEDIAN,cat_elev_PCT90,wtd_elev_COUNT,wtd_elev_AREA,wtd_elev_MIN,wtd_elev_MAX,wtd_elev_RANGE,wtd_elev_MEAN,wtd_elev_STD,wtd_elev_SUM,wtd_elev_VARIETY,wtd_elev_MAJORITY,wtd_elev_MINORITY,wtd_elev_MEDIAN,wtd_elev_PCT90,wtd_slope_COUNT,wtd_slope_AREA,wtd_slope_MIN,wtd_slope_MAX,wtd_slope_RANGE,wtd_slope_MEAN,wtd_slope_STD,wtd_slope_SUM,wtd_slope_MEDIAN,wtd_slope_PCT90,non_north_area,north_area,wtd_north_per,non_wetland_area,wetland_area,wtd_wet_per,wtd_lake_area_sqm,wtd_lake_per,wtd_glacier_area_sqm,wtd_glacier_per,wtd_lcld_mn_2001,wtd_lcld_mn_2002,wtd_lcld_mn_2003,wtd_lcld_mn_2004,wtd_lcld_mn_2005,wtd_lcld_mn_2006,wtd_lcld_mn_2007,wtd_lcld_mn_2008,wtd_lcld_mn_2009,wtd_lcld_mn_2010,wtd_lcld_mn_2011,wtd_lcld_mn_2012,wtd_lcld_mn_2013,wtd_lcld_mn_2014,wtd_lcld_mn_2015,wtd_lcld_mn_2016,wtd_lcld_mn_2017,wtd_lcld_mn_2018,wtd_lcld_mn_2019
303,15209700, ,USGS,WF KENNICOTT R AT MCCARTHY AK,1,looks good,Moved to flowline,Copper_River,149.380025975810952,75019700017692.000000000000000,NHDPlusBurnLineEvent,10627,0.732475010000000,19020103,75019700017692.000000000000000,75019700017692,Copper_River_75019700017692,,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Copper_River_sites_sj,27990442,699.761049999999955,700.424575139249782,0.732475010000000,369.624980190000031,272.444677739999975,0,75003900000660.000000000000000,,,,,,0.663525139249828,0.007366760000000,5,272.444677739999975,0.422076621549384,61.433508230000001,-142.942730159999996,,,,,usgs_15209700,7241.000000000000000,724100.000000000000000,0.000010090267097,24.565847396850586,24.565837306583489,3.469511973355860,3.643328980551493,25122.736199069782742,2.852433681488037,7.795722961425781,7241.000000000000000,724100.000000000000000,398,432,34,414.269990332825500,6.411036619758387,2999729.000000000000000,35,414,432,414,423,7001466.000000000000000,700146600.000000000000000,398,4958,4560,1723.927186249263514,823.754057336575897,12070017581.000000000000000,4561,408,4881,1564,2983,7001466.000000000000000,700146600.000000000000000,0.000010090267097,77.251098632812500,77.251088542545403,22.229939884816186,14.867177965080925,155642168.285584449768066,19.820694923400879,43.074468612670898,599443700.000000000000000,100702900.000000000000000,14.383117000000000,699107400.000000000000000,1039200.000000000000000,0.148426060000000,2196422.554798114113510,0.313584450454419,403718653.002123832702637,57.639133081797056,553.294999999999845,548.265423242466682,548.471157291293480,545.370250896057200,547.058590941769239,551.678866164333954,545.479756359727389,548.909123434704156,547.906910132474877,543.997852541159887,545.633106413471637,559.062656641603780,552.460436806301573,547.435998565792715,541.283919597990575,544.408163265307053,540.985996409335939,553.887616320688153,541.203365556749191
304,15200280, ,USGS,GULKANA R AT SOURDOUGH AK,1,looks good,Moved to flowline,Copper_River,159.510899659712294,75019600118138.000000000000000,NHDPlusBurnLineEvent,529,1.384475010000000,19020102,75019600118138.000000000000000,75019600118138,Copper_River_75019600118138,,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Copper_River_sites_sj,182019111,4550.477775000000292,4551.255525077001039,1.384475010000000,7453.145651349999753,350.389366580000001,0,75003900000660.000000000000000,,,,,,0.777750077000746,0.001096340000000,7,350.389366580000001,0.062815629744060,62.520570159999998,-145.534162409999993,"PC_p, S_p, K_s, SH_p, K_r",212-20-10080-2461,1,1,usgs_15200280,13733.000000000000000,1373300.000000000000000,0.000013959829630,28.091205596923828,28.091191637094198,3.294182496268111,3.943510011593260,45239.008221249969210,2.853682279586792,8.042687225341798,13733.000000000000000,1373300.000000000000000,565,637,72,602.981722857351315,27.559081609031804,8280748.000000000000000,73,636,583,610,635,45501497.000000000000000,4550149700.000000000000000,565,1902,1337,838.986535717786523,180.793100256674279,38175143338.000000000000000,1337,643,1899,801,1088,45501497.000000000000000,4550149700.000000000000000,0.000013865938854,69.425804138183594,69.425790272244740,4.140799030689135,4.956611809289042,188412554.672504603862762,3.012240886688232,9.738120079040527,3874020400.000000000000000,676129300.000000000000000,14.859496000000000,4161835900.000000000000000,388313800.000000000000000,8.534088000000001,333656068.735821664333344,7.331077477355585,5078.675874001700322,0.000111588458306,495.348306679207496,494.061892023345138,487.511635008857638,486.243828684276593,485.527423312884821,497.523841422569831,490.044441738706837,490.193413391558579,491.331027787893333,483.794932555596120,493.959694189602146,494.731626506025236,513.378289673616564,489.839569264461943,490.773632297983397,477.862435803374524,483.071092077088224,498.320622238362432,486.199704050806076
305,15200000, ,USGS,GAKONA R AT GAKONA AK,1,looks good,Moved to flowline,Copper_River,140.044719076627558,75019800019692.000000000000000,NHDPlusBurnLineEvent,5747,4.751674990000000,19020101,75019800019692.000000000000000,75019800019692,Copper_River_75019800019692,,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Copper_River_sites_sj,64928597,1623.214924999999994,1623.229275292749662,4.751674990000000,2174.546888530000160,298.918553040000006,0,75003900000660.000000000000000,,,,,,0.014350292749668,0.003589300000000,6,298.918553040000006,0.205650858270898,62.301166960000003,-145.307220930000000,"K_p, S_p",212-20-10080-2481,2,0,,47269.000000000000000,4726900.000000000000000,0.000010625975847,52.043403625488281,52.043392999512434,6.715962026288763,9.458667289881928,317456.809020643529948,2.853386402130127,22.961550140380858,47269.000000000000000,4726900.000000000000000,430,553,123,491.992447481434397,46.586564008203695,23255991.000000000000000,124,549,553,484,548,16224537.000000000000000,1622453700.000000000000000,430,3007,2577,943.802420062944293,333.429605547380106,15312757285.000000000000000,2572,680,2987,853,1340,16224537.000000000000000,1622453700.000000000000000,0.000010625975847,77.991294860839844,77.991284234863997,5.130431026599638,7.565460094149337,83238868.017013803124428,3.006824254989624,12.629561424255371,1458567900.000000000000000,163885800.000000000000000,10.101108000000000,1478761600.000000000000000,143692100.000000000000000,8.856468000000000,41098192.373368009924889,2.531878459742290,106387407.758619368076324,6.554059206419400,506.577791718946685,502.049553855958891,499.703372223109795,495.548821548820854,495.976015350175487,507.522140809175198,498.227439121439147,500.282937709096473,502.232299124900862,493.483850437549222,505.427246562201049,504.778483021264321,520.987886515779905,499.970194453299314,500.302686280779369,488.962921527889478,491.769169072827253,508.797043865223202,493.438731379144599
306,15212000, ,USGS,COPPER R NR CHITINA AK,1,looks good,Moved to flowline,Copper_River,104.217032323315323,75003900062338.000000000000000,NHDPlusBurnLineEvent,529,4.265575060000001,19020104,75003900062338.000000000000000,75003900062338,Copper_River_75003900062338,,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Copper_River_sites_sj,10233478,255.836950000000002,51100.786299864252214,4.265575060000001,63395.944724939996377,158.867099029999991,0,75003900000660.000000000000000,,,,,,50844.949349864255055,0.000858350000000,9,158.867099029999991,0.049179820267071,61.465500220000003,-144.456332029999999,"PC_p, CO_p, S_p, DV_p, SH_p, K_p",212-20-10080,2,0,usgs_15212000,42421.000000000000000,4242100.000000000000000,0.000003266746262,54.699104309082031,54.699101042335769,11.452285375944395,10.245817464855318,485817.397932937194128,8.086486816406250,29.161680221557617,42421.000000000000000,4242100.000000000000000,129,515,386,304.031423115910457,119.535225628372487,12897317.000000000000000,387,130,515,305,461,510964529.000000000000000,51096452900.000000000000000,129,4991,4862,1182.972748665880545,620.571157991777341,604457113342.000000000000000,4863,541,4990,1024,2023,510964529.000000000000000,51096452900.000000000000000,0.000003110431408,84.815734863281250,84.815731752849842,13.810960758160579,14.253329503916801,7056911058.831003189086914,8.056008338928223,36.110176086425781,39943434700.000000000000000,11153018200.000000000000000,21.827383000000001,48612899900.000000000000000,2483553000.000000000000000,4.860519400000000,1059274361.715077996253967,2.072912059511483,8336290849.088226318359375,16.313429699829047,519.170933515530237,515.526423446802596,512.511437500320199,510.983704006332459,510.157652738368427,518.753523919944996,511.195532146378412,514.144528113985984,513.167495196556615,510.121113312003843,514.660769591262124,521.023950792283813,525.472695907054458,512.726897127218763,508.377835435170539,504.018985341786163,506.701306979569097,520.295558453551166,503.844192880689263
307,15215900, ,USGS,GLACIER R TRIB NR CORDOVA AK,1,looks good,Moved to Glacier River,Copper_River,9.610378375519343,75003900058380.000000000000000,NHDPlusBurnLineEvent,27250,0.379049990000000,19020104,75003900058380.000000000000000,75003900058380,Copper_River_75003900058380,,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Copper_River_sites_sj,202868,5.071700000000000,5.230100019499901,0.379049990000000,29.373187200000000,12.449781770000000,0,75003900001755.000000000000000,,,,,,0.158400019499902,0.029842240000000,4,12.449781770000000,1.709327104620229,60.532854860000000,-145.381027030000013,CO_p,212-10-10020-2021,2,0,usgs_15215900,3730.000000000000000,373000.000000000000000,0.000001621709202,60.768814086914062,60.768812465204860,16.389402507018520,11.852464527112266,61132.471351179083285,13.607919216156006,33.739089965820312,3730.000000000000000,373000.000000000000000,62,443,381,124.557640750670060,69.212161887540276,464600.000000000000000,296,65,278,96,242,52084.000000000000000,5208400.000000000000000,62,1117,1055,473.731107441820939,219.803484395829713,24673811.000000000000000,1041,543,1042,495,752,52084.000000000000000,5208400.000000000000000,0.000001621709202,72.441223144531250,72.441221522822048,27.052408101206581,13.502761198422206,1408997.623543243622407,27.032598495483398,44.808865356445317,4831800.000000000000000,376600.000000000000000,7.230627500000000,5196600.000000000000000,11800.000000000000000,0.226557100000000,,,,,510.681818181818187,510.999999999999943,477.500000000000114,501.818181818181813,487.590909090909122,516.545454545454504,508.909090909091049,528.090909090909122,502.863636363636374,511.136363636363683,509.409090909090878,535.136363636363740,526.727272727272634,478.772727272727195,487.954545454545496,479.500000000000000,510.454545454545496,497.545454545454561,482.136363636363683
308,15298040, ,USGS,CHULITNA R 5MI AB MOUTH NR PORT ALSWORTH AK,1,looks good,Moved to polyline,Bristol_Bay,82.665652592427350,,,85962,,,2085962.000000000000000,2085962,Bristol_Bay_2085962,2085962,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Bristol_Bay_sites_sj,28639752,2863.975199999999859,2864.098311147000004,,,,,,2863937024.000000000000000,2864039680.000000000000000,85962,289072.200000000011642,289388.700000000011642,0.123111147000145,0.000000000000000,7,289.072200000000009,0.000000000000000,60.203907399999999,-154.703843460000002,"K_p, S_p, AC_p",324-10-10150-2207-3173,2,0,usgs_15298040,1185.000000000000000,118500.000000000000000,0.000001950478008,18.156755447387695,18.156753496909687,3.602465249074192,3.668807602840099,4268.921320152917360,2.873251676559448,8.078317642211914,1185.000000000000000,118500.000000000000000,75,96,21,81.430379746835456,4.479348423939543,96495.000000000000000,22,81,94,81,88,28640983.000000000000000,2864098300.000000000000000,75,1314,1239,331.495398255025975,221.653910524183715,9494354066.000000000000000,1234,100,1291,261,665,28640983.000000000000000,2864098300.000000000000000,0.000001922683850,69.253784179687500,69.253782257003650,7.818287636735240,8.681473910512411,223923443.292844206094742,4.101988315582275,21.874692916870117,2217434100.000000000000000,646664200.000000000000000,22.578281000000000,2753789500.000000000000000,110308800.000000000000000,3.851432000000000,89739814.952038928866386,3.133265872989548,,,495.650130079842370,489.306744604316691,427.935113122171231,478.507883593116276,481.406706327745496,490.997033441207691,461.982706093191268,492.750000000000057,484.568048934064564,476.614253697894014,483.932238377309886,488.088438424971059,490.796466558500072,429.955005421033093,439.172423122012276,459.905653583002390,473.425880868703359,481.469444444444264,472.063057382218688
309,15300100, ,USGS,BEAR C NR ILIAMNA AK,1,looks good,Moved to polyline,Bristol_Bay,65.229344796262382,,,65914,,,2065914.000000000000000,2065914,Bristol_Bay_2065914,2065914,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Bristol_Bay_sites_sj,127969,12.796900000000001,12.969799999999999,,,,,,12536000.000000000000000,12969800.000000000000000,65914,208861.500000000000000,209823.000000000000000,0.172899999999998,0.016639916453000,3,208.861500000000007,0.953309004470081,59.824038150000000,-154.883862929999992,"CO_r, S_s",324-10-10150-2207-3016,1,1,usgs_15300100,4356.000000000000000,435600.000000000000000,0.000001781756282,18.582277297973633,18.582275516217351,4.628856622602958,3.354383555208412,20163.299448058485723,3.435831069946289,9.324606418609619,4356.000000000000000,435600.000000000000000,68,101,33,89.310835629017390,6.013550824313368,389038.000000000000000,33,93,71,90,97,129698.000000000000000,12969800.000000000000000,68,712,644,160.089245786365154,68.926088691612065,20763255.000000000000000,642,140,71,147,215,129698.000000000000000,12969800.000000000000000,0.000001781756282,36.653377532958984,36.653375751202702,4.425497777427227,4.712851067750237,573978.210736756445840,3.367727994918823,9.747721958160401,10904800.000000000000000,2065000.000000000000000,15.921602000000000,12689000.000000000000000,280800.000000000000000,2.165029500000000,817016.039001025841571,6.299372688869727,,,473.509433962264325,460.754716981132049,388.075471698113176,457.641509433962142,447.528301886792576,484.339622641509379,418.830188679245225,474.075471698113290,477.471698113207538,461.452830188679286,469.754716981131992,473.113207547169793,469.132075471697988,397.037735849056673,413.943396226415075,408.433962264150921,465.264150943396203,425.150943396226467,442.773584905660414
310,15300250, ,USGS,UPPER TALARIK C NR ILIAMNA AK,1,looks good,Moved to polyline,Bristol_Bay,77.890256486914922,,,74424,,,2074424.000000000000000,2074424,Bristol_Bay_2074424,2074424,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Bristol_Bay_sites_sj,2199636,219.963600000000014,221.177799999999991,,,,,,219709408.000000000000000,221178704.000000000000000,74424,186831.700000000011642,188024.600000000005821,1.214199999999977,0.005029486852000,6,186.831700000000012,0.288165939962490,59.785987450000000,-155.255377379999999,"AC_p, CO_s, K_s, CO_r, S_s, CH_s, K_r, S_r",324-10-10150-2183,1,4,usgs_15300250,14697.000000000000000,1469700.000000000000000,0.000003225529326,39.521186828613281,39.521183603083955,7.618789456483364,6.505362908198817,111973.348641936012427,6.182905673980713,16.523250198364252,14697.000000000000000,1469700.000000000000000,124,271,147,172.117370892019039,40.392748100992620,2529609.000000000000000,148,131,271,161,231,2211778.000000000000000,221177800.000000000000000,124,924,800,322.799790937429407,117.092358242304044,713961476.000000000000000,799,234,899,285,491,2211778.000000000000000,221177800.000000000000000,0.000003225529326,55.163562774658203,55.163559549128877,7.501249670768875,6.743159106273404,16591098.994313839823008,5.728749752044678,16.783362579345702,178602700.000000000000000,42575100.000000000000000,19.249264000000000,220842100.000000000000000,335700.000000000000000,0.151778340000000,4310025.753260027617216,1.948670143775744,,,500.253680634201316,492.142372881355584,421.419501133786866,486.390960451977435,481.304643261608192,495.781920903955040,466.248587570621396,492.587570621468728,491.928813559321895,483.987570621468990,482.345762711864722,491.445197740113088,498.916194790486941,416.592298980747501,432.301245753114358,454.365798414496282,472.938844847112307,482.166477916194935,473.469988674971319
311,15300270, ,USGS,CHEKOK C NR PEDRO BAY AK,1,looks good,Moved to polyline,Bristol_Bay,44.050828832633790,,,71934,,,2071934.000000000000000,2071934,Bristol_Bay_2071934,2071934,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Bristol_Bay_sites_sj,1549489,154.948900000000009,155.076111113999985,,,,,,154911200.000000000000000,155078496.000000000000000,71934,224541.000000000000000,225314.500000000000000,0.127211113999977,0.018098298282000,5,224.540999999999997,1.036842912401260,59.841547820000002,-154.379615400000006,"CO_p, S_s, AC_p",324-10-10150-2267,1,1,usgs_15300270,1680.000000000000000,168000.000000000000000,0.000001673757538,24.280179977416992,24.280178303659454,5.439086755114547,5.053386285008673,9137.665748592438831,3.435787677764893,13.724574375152589,1680.000000000000000,168000.000000000000000,64,94,30,75.558333333333437,7.991523907558507,126938.000000000000000,31,69,64,73,90,1550761.000000000000000,155076100.000000000000000,64,1346,1282,543.375852242864653,259.452643864290337,842646080.000000000000000,1283,290,64,483,933,1550761.000000000000000,155076100.000000000000000,0.000001673757538,63.609645843505859,63.609644169748321,14.827362331453585,10.899658316446512,22993695.236487291753292,11.818531036376953,32.651855468750000,130703100.000000000000000,24373000.000000000000000,15.716799999999999,154967500.000000000000000,108600.000000000000000,0.070030130000000,2165569.722150880843401,1.396456041226699,,,507.383495145630945,496.471636952998438,446.594462540716677,482.477124183006708,480.745928338762496,500.660162601626041,469.425324675324589,494.155088852988570,488.287337662337791,484.561488673139252,486.713821138211415,496.751211631663978,494.649350649350424,435.384991843393095,466.307317073170680,460.532467532467251,479.307817589576644,490.008116883117225,481.983713355048678
312,15300300, ,USGS,ILIAMNA R NR PEDRO BAY AK,1,moved point to correct catchment with matching stream reach,Moved to polyline,Bristol_Bay,14.827304102315670,,,73464,,,2073464.000000000000000,2073464,Bristol_Bay_2073464,2073464,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Bristol_Bay_sites_sj,3314766,331.476600000000019,331.711999999999989,,,,,,331459008.000000000000000,331712096.000000000000000,73464,253002.000000000000000,253542.399999999994179,0.235399999999970,0.000000000000000,5,253.002000000000010,0.000000000000000,59.758393669999997,-153.849341250000009,"CH_p, CO_p, DV_p, P_p, S_s, K_p",324-10-10150-2402,1,1,usgs_15300300,2532.000000000000000,253200.000000000000000,0.000000279124691,38.809814453125000,38.809814174000309,5.199014530222525,6.181105911507447,13163.904790523434713,3.367905855178833,12.444526290893556,2532.000000000000000,253200.000000000000000,11,56,45,19.514218009478672,9.047148926230193,49410.000000000000000,46,17,56,17,34,3317115.000000000000000,331711500.000000000000000,11,1444,1433,555.484937965657309,303.610347606474079,1842607420.000000000000000,1433,18,1444,576,946,3317115.000000000000000,331711500.000000000000000,0.000000182599422,69.969253540039062,69.969253357439641,22.009838654506769,11.929312034971479,73009165.948444217443466,21.768808364868164,37.633964538574219,249725000.000000000000000,81986500.000000000000000,24.716208000000002,331322800.000000000000000,389200.000000000000000,0.117330700000000,1357732.333351423032582,0.409310586699132,5200998.724093787372112,1.567926009337554,528.055764883194570,517.232856066316458,496.296156744537143,508.238884702336122,507.861341371515152,517.725697061039341,510.077618688772191,529.476262245666362,511.617935192163372,516.290128108515319,515.412961567445336,525.657874905802601,516.663149962320631,489.497362471740416,495.675960813865458,497.736247174077050,502.083647324792992,512.506405425771845,505.485305199698189
313,15300320, ,USGS,CHINKELYES C BL SUMMIT LK NR PEDRO BAY AK,1,looks good,Moved to polyline,Bristol_Bay,5.093676925036545,,,66924,,,2066924.000000000000000,2066924,Bristol_Bay_2066924,2066924,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Bristol_Bay_sites_sj,292920,29.292000000000002,29.702500000000001,,,,,,29078200.000000000000000,29702600.000000000000000,66924,264251.500000000000000,265108.799999999988358,0.410499999999999,0.002333763548000,3,264.251500000000021,0.133714558925574,59.703795860000000,-153.712124920000008,,,,,usgs_15300320,6246.000000000000000,624600.000000000000000,0.000003561604899,44.269653320312500,44.269649758707601,17.713795489254352,12.821736242415787,110640.366625882685184,18.780670166015625,33.890581130981445,6246.000000000000000,624600.000000000000000,135,556,421,214.490714056996893,87.205229172930544,1339709.000000000000000,371,143,390,173,343,297025.000000000000000,29702500.000000000000000,135,1188,1053,534.163343152936932,273.540886218556523,158659867.000000000000000,1052,148,1175,529,901,297025.000000000000000,29702500.000000000000000,0.000003561604899,68.494155883789062,68.494152322184163,24.123904866703409,12.866273174279689,7165402.843032579869032,25.207754135131836,40.191255187988290,24587800.000000000000000,5114700.000000000000000,17.219763000000000,29694400.000000000000000,8100.000000000000000,0.027270433000000,998848.469383690739051,3.362843091940715,1498522.870199007680640,5.045106877195548,533.074380165289199,526.685950413222940,503.264462809917461,512.272727272727252,510.669421487602904,517.256198347107215,508.933884297520876,534.925619834710687,516.272727272727366,521.504132231405038,513.280991735537214,523.752066115702405,521.743801652892557,493.909090909090821,500.016528925619752,497.123966942148627,501.727272727272691,512.677685950413661,509.537190082644656
314,15301500, ,USGS,ALLEN R NR ALEKNAGIK AK,1,looks good,Moved to polyline,Bristol_Bay,120.755149622098855,,,115672,,,4115672.000000000000000,4115672,Bristol_Bay_4115672,4115672,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Bristol_Bay_sites_sj,9063851,906.385099999999966,906.468299999999999,,,,,,905878592.000000000000000,906468288.000000000000000,115672,358288.599999999976717,359317.299999999988358,0.083200000000033,0.010699225181000,6,358.288599999999974,0.612997057022298,60.153795809999998,-158.736212150000000,,,,,usgs_15301500,5898.000000000000000,589800.000000000000000,0.000004226475539,52.101322174072266,52.101317947596726,13.201764555789108,9.322891126177767,77864.007350044164923,11.688722133636475,26.781663322448736,5898.000000000000000,589800.000000000000000,162,296,134,227.779586300441082,39.144915705622466,1343444.000000000000000,135,294,162,224,283,9064683.000000000000000,906468300.000000000000000,162,1581,1419,521.428319556248539,278.666166361912872,4726582424.000000000000000,1420,186,1580,473,926,9064683.000000000000000,906468300.000000000000000,0.000004226475539,80.125152587890625,80.125148361415086,18.840568498137934,14.913424520873544,170783780.975406467914581,17.143629074096680,38.768955230712891,708189400.000000000000000,198278900.000000000000000,21.873781000000001,906394900.000000000000000,73400.000000000000000,0.008097360000000,114181811.790417164564133,12.596338094825507,16692986.771507726982236,1.841541151688120,537.420052424639834,522.863129435620635,519.564758009543993,510.927760577914796,510.269505962521862,517.908627717391596,508.635714285714812,524.778947368420177,509.429919137465504,521.483011325782513,517.781134608929506,525.170763684038661,520.072658402203615,507.094081423195234,508.574957118353780,507.453650254668901,500.803312629399670,523.556228956228324,515.890533562821702
315,15302000, ,USGS,NUYAKUK R NR DILLINGHAM AK,1,looks good; near lake,Moved to polyline,Bristol_Bay,94.421978934495044,,,101123,,,4101123.000000000000000,4101123,Bristol_Bay_4101123,4101123,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Bristol_Bay_sites_sj,39287716,3928.771600000000035,3929.443000000000211,,,,,,3928453120.000000000000000,3929350400.000000000000000,101123,303033.500000000000000,304531.000000000000000,0.671400000000176,0.002004653420000,7,303.033500000000004,0.114858026495123,59.934179929999999,-158.190452929999992,"AC_p, W_p, K_s, CH_s, S_s, CO_s, P_s",325-30-10100-2249,1,5,usgs_15302000,9708.000000000000000,970800.000000000000000,0.000002353140644,36.875137329101562,36.875134975960918,3.433815877402920,4.663771484147889,33335.484537827549502,2.445530772209167,8.957330417633061,9708.000000000000000,970800.000000000000000,90,114,24,102.026060980634512,7.889745542876864,990469.000000000000000,25,110,114,102,112,39294430.000000000000000,3929443000.000000000000000,85,1581,1496,364.317597634038179,255.154706326841904,14315652338.000000000000000,1496,93,85,279,755,39294430.000000000000000,3929443000.000000000000000,0.000002353140644,80.125152587890625,80.125150234749981,13.322099254381158,14.113891147366406,523484296.604332566261292,7.384477138519287,35.228276443481462,3177663500.000000000000000,751779500.000000000000000,19.131962000000001,3899998400.000000000000000,29444600.000000000000000,0.749332670000000,539623831.851197123527527,13.732832664863622,27206915.503818169236183,0.692386058375657,529.666133820507980,519.497935011299774,504.687814465408223,505.447409981048622,509.627554228230906,515.647884012538043,502.247655517348846,522.604734631538690,510.295609680421819,517.720431765612716,511.073619631901579,522.181658789451603,519.263187030446943,500.571091908877122,500.382769472855955,495.559883994356994,494.179106845403055,511.432337844143717,511.575843582466348
316,15302200, ,USGS,KOKTULI R NR ILIAMNA AK,1,looks good,Moved to polyline,Bristol_Bay,90.964485064742433,,,98704,,,4098704.000000000000000,4098704,Bristol_Bay_4098704,4098704,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Bristol_Bay_sites_sj,1775624,177.562399999999997,177.758399999999995,,,,,,176545904.000000000000000,177758400.000000000000000,98704,344084.599999999976717,346052.099999999976717,0.195999999999998,0.002034052028000,5,344.084599999999966,0.116542435788302,59.792928019999998,-155.523674129999989,"CH_s, S_s, S_r, K_r, CO_r, AC_p, CO_s, K_s",325-30-10100-2202-3080,1,4,usgs_15302200,12165.000000000000000,1216500.000000000000000,0.000005983318715,27.168073654174805,27.168067670856090,3.875301370217744,4.058790470542821,47143.041168698851834,3.367551326751709,8.424648284912109,12165.000000000000000,1216500.000000000000000,228,325,97,250.394410193176583,24.526271377051383,3046048.000000000000000,98,232,325,237,291,1777584.000000000000000,177758400.000000000000000,228,831,603,381.079277266221425,109.547403763715522,677400426.000000000000000,604,276,831,348,549,1777584.000000000000000,177758400.000000000000000,0.000005983318715,52.431316375732422,52.431310392413707,9.423852193612028,7.541477739987886,16751688.877729643136263,8.050566673278809,20.478185081481932,145058200.000000000000000,32700200.000000000000000,18.395868000000000,177283200.000000000000000,475200.000000000000000,0.267329130000000,3333048.814551750663668,1.875044338018204,,,506.950980392156907,500.626928471248107,445.835443037974755,489.969057665260323,488.640449438201983,502.711484593837554,480.484593837535044,507.362745098038886,499.935574229691952,494.315126050419906,491.644257703081109,504.158263305322407,505.870786516854196,434.690042075736415,460.720112517580958,471.563025210083822,475.379551820728182,491.822128851540526,487.179271708683530
