OID_,ORIG_FID,MERGE_SRC,cat_ID_con,cat_ID,cat_ID_txt,NHDPlusID,Shape_Length,Shape_Area,AwcHuc12_non_north_area,AwcHuc12_north_area,AwcHuc12_wtd_north_per,AwcHuc12_cat_elev_ZONE_CODE,AwcHuc12_cat_elev_COUNT,AwcHuc12_cat_elev_AREA,AwcHuc12_cat_elev_MIN,AwcHuc12_cat_elev_MAX,AwcHuc12_cat_elev_RANGE,AwcHuc12_cat_elev_MEAN,AwcHuc12_cat_elev_STD,AwcHuc12_cat_elev_SUM,AwcHuc12_cat_elev_VARIETY,AwcHuc12_cat_elev_MAJORITY,AwcHuc12_cat_elev_MINORITY,AwcHuc12_cat_elev_MEDIAN,AwcHuc12_cat_elev_PCT90,AwcHuc12_wtd_elev_MIN,AwcHuc12_wtd_elev_MAX,AwcHuc12_wtd_elev_MEAN,AwcHuc12_wtd_elev_STD,AwcHuc12_wtd_slope_MIN,AwcHuc12_wtd_slope_MAX,AwcHuc12_wtd_slope_MEAN,AwcHuc12_wtd_slope_STD,AwcHuc12_cat_slope_ZONE_CODE,AwcHuc12_cat_slope_COUNT,AwcHuc12_cat_slope_AREA,AwcHuc12_cat_slope_MIN,AwcHuc12_cat_slope_MAX,AwcHuc12_cat_slope_RANGE,AwcHuc12_cat_slope_MEAN,AwcHuc12_cat_slope_STD,AwcHuc12_cat_slope_SUM,AwcHuc12_cat_slope_MEDIAN,AwcHuc12_cat_slope_PCT90,AwcHuc12_non_wetland_area,AwcHuc12_wetland_area,AwcHuc12_wtd_wet_per,AwcHuc12_wtd_glacier_area_sqm,AwcHuc12_wtd_glacier_per,AwcHuc12_wtd_lake_area_sqm,AwcHuc12_wtd_lake_per,AwcHuc12_wtd_lcld_mn_2001,AwcHuc12_wtd_lcld_mn_2002,AwcHuc12_wtd_lcld_mn_2003,AwcHuc12_wtd_lcld_mn_2004,AwcHuc12_wtd_lcld_mn_2005,AwcHuc12_wtd_lcld_mn_2006,AwcHuc12_wtd_lcld_mn_2007,AwcHuc12_wtd_lcld_mn_2008,AwcHuc12_wtd_lcld_mn_2009,AwcHuc12_wtd_lcld_mn_2010,AwcHuc12_wtd_lcld_mn_2011,AwcHuc12_wtd_lcld_mn_2012,AwcHuc12_wtd_lcld_mn_2013,AwcHuc12_wtd_lcld_mn_2014,AwcHuc12_wtd_lcld_mn_2015,AwcHuc12_wtd_lcld_mn_2016,AwcHuc12_wtd_lcld_mn_2017,AwcHuc12_wtd_lcld_mn_2018,AwcHuc12_wtd_lcld_mn_2019
554,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75005300030509,Cook_Inlet_75005300030509,75005300030509.000000000000000,75005300030509,75005300030509.000000000000000,70063.555574772602995,42708450.014836743474007,30988100.000000000000000,11724700.000000000000000,27.4500847,554,9922.000000000000000,992200.000000000000000,74,163,89,108.134045555331525,22.124949181322389,1072906.000000000000000,90,94,74,99,141,74,545,228.320922533761376,90.551165228014497,0.000001826667130,48.527706146240234,6.925622610592425,5.995510698103057,554,9922.000000000000000,992200.000000000000000,0.000001826667130,22.584928512573242,22.584926685906112,5.574198781016064,3.804555392293740,55307.200305241392925,4.878584146499634,10.814489078521728,40827000.000000000000000,1885800.000000000000000,4.4150701,,,619056.709995168144815,1.449494677938699,518.773791462975737,503.880560394073825,492.964268322376142,497.672006986198653,510.705767357797072,509.445407465673668,488.514899514901686,517.478364799321753,497.825476203856510,507.763103800263593,503.353343728344271,509.119331909875996,515.483990747504095,492.320320840591933,489.496623962837191,491.889876102715846,490.484988106613969,497.771815474512948,496.200799292018303
555,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75005300019114,Cook_Inlet_75005300019114,75005300019114.000000000000000,75005300019114,75005300019114.000000000000000,115870.106621321450802,127017975.091043844819069,110247700.000000000000000,16763500.000000000000000,13.1984425,555,1655.000000000000000,165500.000000000000000,177,222,45,185.463444108761223,8.146155038700778,306942.000000000000000,46,183,221,183,197,177,798,341.830212611175796,105.281009789534323,0.000004402022569,41.425308227539062,5.025879376843863,4.437637118694052,555,1655.000000000000000,165500.000000000000000,0.000004402022569,18.365011215209961,18.365006813187392,4.769727433403922,4.060186719053058,7893.898902283491225,3.434840679168701,11.298503112792972,108600100.000000000000000,18411100.000000000000000,14.4956512,,,367596.305439708288759,0.289404948532854,506.286286563707620,499.483014096392480,481.626995099645114,490.000386580083159,494.992791974251929,501.743576157069413,482.755302681972751,506.201850702928766,491.886524180542835,497.389772712953004,499.673367388071881,506.614806410779977,508.873081271570811,486.108022757046626,485.592276901569448,478.903935243502531,479.779043108014889,487.540564139223932,491.109863539593846
556,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75005300028429,Cook_Inlet_75005300028429,75005300028429.000000000000000,75005300028429,75005300028429.000000000000000,85982.708731346996501,127934300.001230821013451,97162700.000000000000000,30774100.000000000000000,24.0541420,556,21206.000000000000000,2120600.000000000000000,52,1345,1293,284.479109685935782,291.304066638454003,6032664.000000000000000,1225,54,774,155,754,52,2163,927.296669918256043,409.915214757091633,0.000001222673291,77.486740112304688,28.616521967831268,15.300331493117829,556,21206.000000000000000,2120600.000000000000000,0.000001222673291,58.925220489501953,58.925219266828663,19.976064113570924,14.291257114362843,423612.415592385048512,19.267645835876465,39.662603378295898,127899900.000000000000000,36900.000000000000000,0.0288424,36884541.892897583544254,28.830846686574851,10537.516700776250218,0.008236662646901,554.523578047901196,545.462093148255235,549.532261169075696,543.116985278175434,543.656326927539908,541.510676365207360,545.781980660977183,561.414023688113843,526.180352330203277,547.889886468725877,546.746109270608713,554.917519994809254,540.100093952637167,540.096151288154033,540.894402547835512,542.614367491410803,537.050574396073898,541.003396989761654,541.752683498451347
557,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75005300026836,Cook_Inlet_75005300026836,75005300026836.000000000000000,75005300026836,75005300026836.000000000000000,54264.571326029268675,44737275.140173040330410,41122800.000000000000000,3616100.000000000000000,8.0826750,557,490.000000000000000,49000.000000000000000,3,22,19,8.016326530612238,4.456563466864808,3928.000000000000000,20,5,17,6,15,3,316,98.488132251799129,81.584659289226877,0.000000032015610,37.650421142578125,3.659666341129009,3.392162653134354,557,490.000000000000000,49000.000000000000000,0.000000032015610,17.283405303955078,17.283405271939468,5.379787595205548,3.570428732125616,2636.095921650718537,4.732265710830688,10.406271934509279,33554200.000000000000000,11184700.000000000000000,24.9999447,,,360330.096265797270462,0.805435948293215,486.955117358717303,492.494149386773131,457.486777725871207,482.639908446564959,482.979047316766980,484.560925726824848,468.895607625575281,488.797464846027594,478.650485371789557,484.073423798979320,482.974666341816544,488.992603751993045,496.342008855830102,473.809622051501606,458.039743936480932,461.941373167419158,470.202537389161023,473.929435010694249,475.536823659054505
558,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75005300002502,Cook_Inlet_75005300002502,75005300002502.000000000000000,75005300002502,75005300002502.000000000000000,559658.625360959093086,3023345051.038372993469238,2398545400.000000000000000,624790100.000000000000000,20.6655903,558,1873.000000000000000,187300.000000000000000,53,62,9,56.766684463427758,2.087902908039475,106324.000000000000000,10,58,62,57,60,53,3458,1217.019313238637778,516.436575549529380,0.000001286738666,85.696891784667969,23.764003578214599,17.077119751187929,558,1873.000000000000000,187300.000000000000000,0.000001301218163,13.215886116027832,13.215884814809669,2.327073975451607,2.399151437807426,4358.609556020860509,2.416404485702515,5.755400276184081,3016745400.000000000000000,6590100.000000000000000,0.2179745,667257192.649919748306274,22.070163391398186,93945123.194676473736763,3.107323894849874,544.897741878553120,536.326409993602056,542.106154909911311,530.213628766635111,536.198280629611645,535.850354940936086,532.062327607433645,546.864216336969207,515.389151040942352,534.838429755229640,536.480603870368896,542.800295688777737,535.979974100213553,532.494260537934679,531.905126948973248,538.005845656241149,528.523424798091582,538.591091946678603,535.184297499327727
559,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75005300023131,Cook_Inlet_75005300023131,75005300023131.000000000000000,75005300023131,75005300023131.000000000000000,267934.801631305890623,599499574.482862353324890,440696500.000000000000000,158805400.000000000000000,26.4895573,559,76182.000000000000000,7618200.000000000000000,0,22,22,11.061208684466042,2.929468469258917,842665.000000000000000,23,10,22,11,15,0,3096,798.705296013225734,487.585079428429310,0.000000000274649,77.502288818359375,20.144682813824364,14.534001820089673,559,76182.000000000000000,7618200.000000000000000,0.000000000274649,18.614559173583984,18.614559173309335,1.518172878646286,2.171446287076944,115657.446241031386307,0.679150938987732,3.435563087463379,587871400.000000000000000,11630500.000000000000000,1.9400272,168696444.745856642723083,28.139543700489998,2393519.349029832985252,0.399252885391040,554.900192163437623,544.409370289964386,544.501386617279650,537.188315249384459,541.588599398855536,540.082627499964474,539.847140596418512,558.568701565512811,506.348716037998940,546.812445157500747,545.354843621969735,548.759420128091051,539.591141868563454,536.743336133769049,538.483500098966942,541.258370185543640,534.311307487555155,541.713847975908266,538.794127721097425
560,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75005300004398,Cook_Inlet_75005300004398,75005300004398.000000000000000,75005300004398,75005300004398.000000000000000,157768.451715557195712,375249249.716433644294739,270571000.000000000000000,104678500.000000000000000,27.8957062,560,37550.000000000000000,3755000.000000000000000,117,559,442,260.283382157122674,144.194399547963457,9773641.000000000000000,443,135,559,182,481,117,3096,977.410452512241932,449.144532366465967,0.000003019114502,77.502288818359375,20.883893600846768,13.505612664227954,560,37550.000000000000000,3755000.000000000000000,0.000003019114502,61.196178436279297,61.196175417164795,14.443665939660315,13.951012080159565,542359.656034244806506,10.429954528808594,34.674586486816402,375214400.000000000000000,35100.000000000000000,0.0093538,131893800.581316590309143,35.148318266055270,1023274.934783836593851,0.272692066821479,560.534830292889637,550.545672945581941,554.615550986761036,543.487383460866340,549.087150815660380,547.913286759881089,546.821996298458089,565.378070856858585,508.851680282057657,553.765943458948982,551.403075287237471,555.332202974283405,544.887608910876793,546.535805910481940,550.365926670116664,552.909268633261377,543.604454636170772,551.033816434123992,547.827171255383860
561,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75005300026951,Cook_Inlet_75005300026951,75005300026951.000000000000000,75005300026951,75005300026951.000000000000000,241942.963074848928954,754354299.702119350433350,580185100.000000000000000,174175000.000000000000000,23.0891056,561,23817.000000000000000,2381700.000000000000000,17,32,15,20.590796489902193,2.488584194014621,490411.000000000000000,16,19,32,20,24,17,2343,937.673166303458402,518.722890662305076,0.000000286906641,80.731048583984375,18.538160125731096,15.096993971069844,561,23817.000000000000000,2381700.000000000000000,0.000000286906641,15.444736480712891,15.444736193806250,1.674742133392846,2.021666179645305,39887.333391017426038,0.680227935314178,4.043808174133301,746063200.000000000000000,8296900.000000000000000,1.0998594,358809124.350216627120972,47.565066506799759,16619202.064627142623067,2.203102981077957,560.873162530725381,553.960426028864845,554.766240817103608,550.972260840617537,552.209076747325184,551.815707256261021,551.790959431546980,564.805712000747917,539.126554459298632,556.245456693073038,553.871639880063412,559.923359862307393,549.785974607110916,548.213177473874566,548.293782285660200,549.146919909180838,545.695372830025462,549.954277828511749,549.562344921637532
562,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75005300009788,Cook_Inlet_75005300009788,75005300009788.000000000000000,75005300009788,75005300009788.000000000000000,256669.966307366354158,846443299.623034477233887,658870700.000000000000000,187578400.000000000000000,22.1606236,562,531.000000000000000,53100.000000000000000,16,21,5,18.977401129943512,1.013774076726562,10077.000000000000000,6,19,16,19,20,13,2343,872.137144926958626,537.571585429314041,0.000000236145013,80.731048583984375,17.653302739093903,14.947913812253651,562,531.000000000000000,53100.000000000000000,0.000000312298965,8.068672180175781,8.068671867876816,2.506292606035198,1.688594760830253,1330.841373804689965,2.851757764816284,4.914059162139893,822153700.000000000000000,24295400.000000000000000,2.8702731,360733303.592539072036743,42.617539031048210,17133076.296621866524220,2.024125692087364,555.788645586802886,549.069106918295574,548.007199041988088,544.881438307352710,546.637909358243633,546.143009924722264,545.209291808914031,559.653198612427445,534.145195112052079,550.885989749613827,548.091735445233894,554.894456406016161,545.004068918738881,541.362246291888596,539.585053748332825,541.931810761393535,539.393154732139465,543.827121641065560,543.312303030961971
563,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75005300004937,Cook_Inlet_75005300004937,75005300004937.000000000000000,75005300004937,75005300004937.000000000000000,471644.803392130590510,2806974226.541656494140625,2228142500.000000000000000,578824500.000000000000000,20.6209946,563,835.000000000000000,83500.000000000000000,333,522,189,378.834730538922713,39.004363226130081,316327.000000000000000,146,334,420,374,422,333,3458,1245.057437226726279,489.523947670905329,0.000008484304090,85.696891784667969,24.123671811464853,17.156084637264634,563,835.000000000000000,83500.000000000000000,0.000008484304090,46.707012176513672,46.707003692209582,20.842331269721708,11.996271616160028,17403.346610217624402,21.172203063964844,36.691603851318362,2804426000.000000000000000,2541000.000000000000000,0.0905248,615214511.247519612312317,21.917355187314886,93697986.619121342897415,3.338042285288893,545.614304846577852,537.162554839854693,543.528647242924762,530.914456126236928,537.198546008007838,536.714135425118229,533.092844608358519,547.431684453743060,515.536343335935612,535.078165948466562,537.395060992968865,543.824641431401233,536.904338742497544,534.212223527343440,533.047328179312444,539.492039439034670,529.687303832288649,539.946776126906343,536.251581693943308
564,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75005300016871,Cook_Inlet_75005300016871,75005300016871.000000000000000,75005300016871,75005300016871.000000000000000,249099.683092512539588,767598525.276152372360229,598485300.000000000000000,169110200.000000000000000,22.0311604,564,3210.000000000000000,321000.000000000000000,23,236,213,89.686604361370840,66.200071349848884,287894.000000000000000,213,23,199,73,184,23,2422,1061.395400963126349,539.704651889134539,0.000000482579821,78.275306701660156,20.759057612345277,14.645295077452474,564,3210.000000000000000,321000.000000000000000,0.000000586454632,51.778625488281250,51.778624901826618,14.816247064161827,12.483261884925756,47560.153075959460693,12.215157032012939,32.600022506713863,766696300.000000000000000,899200.000000000000000,0.1171450,377772927.567711293697357,49.214910546083082,3239888.760658918879926,0.422081160134242,559.145077642180922,552.965963760611430,552.288351960322188,548.217453032622188,550.571509701318291,551.553361168333481,550.026506046875966,560.934954064992780,535.283042351910126,554.665065439207524,552.963960057921668,556.219863927796609,551.075382997442603,547.369751470267943,546.561095870457052,549.371289924986172,546.952651118518133,549.142861952162889,548.396824315688150
565,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75005300010442,Cook_Inlet_75005300010442,75005300010442.000000000000000,75005300010442,75005300010442.000000000000000,663812.665250060847029,4319919575.289936065673828,3452933100.000000000000000,866985900.000000000000000,20.0694942,565,1589.000000000000000,158900.000000000000000,0,6,6,1.770925110132158,2.381306570310715,2814.000000000000000,7,0,3,0,5,0,3458,1058.090842351439278,590.538444123235308,0.000000000034402,85.696891784667969,20.944250187326453,16.905062281066947,565,1589.000000000000000,158900.000000000000000,0.000000000034402,15.219867706298828,15.219867706264427,1.005890270266669,2.710976983983641,1598.359639453737827,0.000000003249164,3.368341207504272,4168009900.000000000000000,151909100.000000000000000,3.5164802,1062628205.709588408470154,24.598333075176960,114447654.287020817399025,2.649300578225222,543.990420207030184,536.054870493057138,538.443182677959612,530.123146209365586,535.185759113884842,534.698819271043021,530.882862186920761,546.456946865757686,517.317475663522487,535.088218620021848,535.475852100291263,541.959335452488972,535.089851785747214,529.699233601711740,527.812056585617256,533.392411610175714,527.135080045763061,535.604992930621506,532.956134063147147
566,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75005300006785,Cook_Inlet_75005300006785,75005300006785.000000000000000,75005300006785,75005300006785.000000000000000,74943.118793045578059,85968475.102638751268387,64072000.000000000000000,21892400.000000000000000,25.4668217,566,11076.000000000000000,1107600.000000000000000,244,363,119,266.544600938967108,24.398071383737459,2952248.000000000000000,120,249,341,255,308,244,1585,621.608401850062592,244.195565137223838,0.000006086159374,70.279464721679688,13.759547011872794,9.436567469176355,566,11076.000000000000000,1107600.000000000000000,0.000006086159374,32.605331420898438,32.605325334739064,5.326008246153743,5.583152461415274,58990.867334398863022,3.368206977844238,13.496146202087402,84721500.000000000000000,1242900.000000000000000,1.4458311,73531.628895142566762,0.085533247864816,261286.252765547716990,0.303932636299056,536.731751748405600,518.277502082265073,527.055636984613443,513.838192321469364,522.524863780824376,517.962467021233579,512.994297639476486,541.770545714264017,505.646262871611725,521.297874468956138,513.875044785983619,528.151466188340578,521.330261131365091,511.640554694733225,511.757642698604855,510.384119472710836,501.912544029859248,525.469400123771834,523.360230514022305
567,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75005300026568,Cook_Inlet_75005300026568,75005300026568.000000000000000,75005300026568,75005300026568.000000000000000,79753.397285744344117,58875049.928338550031185,50172400.000000000000000,8702300.000000000000000,14.7810516,567,1439.000000000000000,143900.000000000000000,55,123,68,85.443363446838234,23.855936831598477,122953.000000000000000,69,60,56,79,118,55,473,175.016563990983570,53.502123677907250,0.000001453382993,41.348125457763672,4.940522675407450,4.735344015996950,567,1439.000000000000000,143900.000000000000000,0.000001453382993,41.348125457763672,41.348124004380679,12.100091445057158,9.954134891408440,17412.031589437250659,8.702859878540039,27.386176681518556,52877600.000000000000000,5997100.000000000000000,10.1862087,,,905298.765894809504971,1.537661143381992,504.459035884680929,498.258530404402109,477.879162016964358,488.231635999843377,494.497157522675536,497.812072078493031,478.067388878417319,503.284296990047153,486.749639488610342,495.675865864283480,496.259702384893842,501.710209988333929,506.089654809283161,481.181989886998792,471.541264753789960,474.571751533337817,480.283194648973733,483.148737912891022,486.394772287585965
568,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75005300005769,Cook_Inlet_75005300005769,75005300005769.000000000000000,75005300005769,75005300005769.000000000000000,299907.856893919932190,1099900099.923721790313721,859956100.000000000000000,239952700.000000000000000,21.8156910,568,433.000000000000000,43300.000000000000000,3,7,4,5.295612009237871,1.326720994682406,2293.000000000000000,5,6,4,6,6,3,2343,714.022363581410332,569.581065301827948,0.000000004164534,80.731048583984375,15.203625041212897,14.691462361984948,568,433.000000000000000,43300.000000000000000,0.000000073053506,12.105713844299316,12.105713771245810,1.565276042796201,2.501903669181023,677.764526530755120,0.000000156079381,5.366139316558840,967077100.000000000000000,132831700.000000000000000,12.0766106,374376908.869644522666931,34.037355655809797,23469003.002579286694527,2.133739509997941,548.512067047750861,541.520807875132618,535.677742309008750,536.144182474197578,538.245370372061984,537.476272968892886,534.894830000913316,551.589548495381223,526.219418492048476,541.904575209402537,539.162151767139221,545.973112549578673,538.782293264550162,531.037370794058006,526.636917904939196,529.519516162376135,529.590031139425719,534.367294389784774,533.671152895470300
569,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75005300025122,Cook_Inlet_75005300025122,75005300025122.000000000000000,75005300025122,75005300025122.000000000000000,296823.534204732510261,993535824.790967345237732,762897100.000000000000000,230648600.000000000000000,23.2146950,569,221.000000000000000,22100.000000000000000,3,8,5,6.823529411764704,0.631444680776989,1508.000000000000000,6,7,4,7,7,3,2343,778.353853476486051,560.594600442224305,0.000000042528338,80.731048583984375,16.473859705762717,14.845485119169600,569,221.000000000000000,22100.000000000000000,0.000000151838776,10.691538810729980,10.691538658891204,1.332583620258530,1.924363631509648,294.500980077135239,0.679078400135040,3.368307590484619,913618800.000000000000000,79926900.000000000000000,8.0446119,374376908.869644463062286,37.681269213257671,23118261.282300230115652,2.326867406835998,553.276095253524431,545.851946282335234,542.967215194705204,541.260583463131297,543.300800825031047,542.195842378461180,540.955066309805147,556.576993161604378,530.497564839021493,546.859204330791499,544.156335003971321,550.994955873921754,542.451851448980165,537.396546824253846,535.138303180069897,536.757014112721436,534.924478600553130,540.015065582884063,539.701778797572047
570,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75005300022619,Cook_Inlet_75005300022619,75005300022619.000000000000000,75005300022619,75005300022619.000000000000000,164962.131496132875327,184194474.914617568254471,172765300.000000000000000,11435100.000000000000000,6.2079668,570,217.000000000000000,21700.000000000000000,0,4,4,1.101382488479264,1.374168513156408,239.000000000000000,5,0,4,0,3,0,882,243.144850934091778,229.841370299628778,0.000000000053696,47.193313598632812,6.349021819195201,6.889758396961757,570,217.000000000000000,21700.000000000000000,0.000000000124879,8.761219024658203,8.761219024533323,1.978772465318873,2.283355869706191,429.393624974195461,0.955274641513824,5.731812477111816,148810100.000000000000000,35390300.000000000000000,19.2129326,,,639569.366146133746952,0.347225054629137,493.017550993375153,491.647632144119370,451.465401865709225,482.743757342547212,482.257533642706335,485.112504479652102,474.559591075807703,495.211949051147485,480.700020738286355,481.247123790494356,488.767966844805812,490.297952664597801,494.220948492121863,442.968267712774662,443.783306907899259,446.231642819453839,472.019615049694210,460.616793544955442,472.753718927488933
571,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75005300007510,Cook_Inlet_75005300007510,75005300007510.000000000000000,75005300007510,75005300007510.000000000000000,209248.195799792389153,342719300.320644736289978,294796200.000000000000000,47915200.000000000000000,13.9812098,571,12.000000000000000,1200.000000000000000,0,3,3,0.666666666666667,0.942809041582063,8.000000000000000,4,0,2,0,2,0,948,302.136923662302991,199.061867306054523,0.000000000073126,66.408721923828125,5.867002027219383,6.091479158656285,571,12.000000000000000,1200.000000000000000,0.000000000496743,8.708163261413574,8.708163260916830,4.440743545940509,3.329135626223714,53.288922551286106,4.300859451293945,8.486773777008056,272420200.000000000000000,70291200.000000000000000,20.5103188,,,2863275.605262116529047,0.835457939655941,501.024255800283015,497.193289830633489,472.314735002570330,487.500676789751367,491.731345285453074,495.577371025774880,477.629583824329359,500.131986621516091,487.870866229082139,493.295362550229640,494.483517182585956,501.746596433791922,505.835916447577290,482.374465234280194,477.942875008594058,473.732573035628434,477.122341046861322,486.168885189888101,485.286679950022005
572,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75005300003524,Cook_Inlet_75005300003524,75005300003524.000000000000000,75005300003524,75005300003524.000000000000000,78551.206599987388472,45349799.628716714680195,37280400.000000000000000,8069700.000000000000000,17.7942276,572,24205.000000000000000,2420500.000000000000000,4,100,96,43.877587275356277,16.001823242401251,1062057.000000000000000,97,55,100,46,60,4,252,110.543493840146539,47.259668894672352,0.000000101597010,44.499279022216797,5.126456168153104,4.499114124942458,572,24205.000000000000000,2420500.000000000000000,0.000000101597010,44.499279022216797,44.499278920619787,6.619095029893307,5.861561432326213,160215.195198567496845,5.231281280517578,13.688386726379404,39948700.000000000000000,5401400.000000000000000,11.9104481,,,1173523.528020089026541,2.587714913026831,489.125771329303404,490.881155342419390,467.339143016948753,479.675813003123324,483.973756451352585,485.249439944856192,473.396674134071873,489.358864410739614,480.718137554748637,484.515761787087229,487.147764918894154,487.365080374837021,496.358557412342975,470.421636368081806,451.647327736887462,461.850464045691183,470.893129602895272,474.049086149103346,475.530161739001699
573,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75005300007548,Cook_Inlet_75005300007548,75005300007548.000000000000000,75005300007548,75005300007548.000000000000000,449003.594763729372062,2190809252.083787918090820,1682152900.000000000000000,508664000.000000000000000,23.2180061,573,85865.000000000000000,8586500.000000000000000,15,146,131,58.192651254877099,31.995148114338747,4996712.000000000000000,132,29,146,48,103,15,3458,748.248543636860973,674.757564427346779,0.000000279284450,80.804405212402344,12.839823311307097,13.099350854377587,573,85865.000000000000000,8586500.000000000000000,0.000000279284450,56.314292907714844,56.314292628430394,6.622272280867146,7.307676206001309,568621.409396657487378,3.630057573318481,17.357123184204106,2100623400.000000000000000,90193500.000000000000000,4.1168890,629606044.295307278633118,28.738514943574277,69958941.803592905402184,3.193292238338480,544.155109849802329,534.292448593809468,533.769690435588927,530.329777829956470,536.985293739602980,534.807513377513715,527.020989108681533,546.139019970277104,523.760860796837164,534.740377539857832,533.355962679653771,540.231957557247142,537.043541811729597,528.282502459199463,526.845273742353470,526.754647038029134,522.883571874604058,532.798887227071759,533.420093291325884
574,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75005300029847,Cook_Inlet_75005300029847,75005300029847.000000000000000,75005300029847,75005300029847.000000000000000,75547.634313463291619,100002225.037867531180382,73929500.000000000000000,26073300.000000000000000,26.0725708,574,81.000000000000000,8100.000000000000000,356,360,4,356.493827160493822,0.739092817140514,28876.000000000000000,5,356,359,356,357,356,1663,908.038346926277313,318.158777963530383,0.000008891204743,72.993919372558594,23.684465422033398,13.710109028032536,574,81.000000000000000,8100.000000000000000,0.000008995666576,9.586520195007324,9.586511199340748,1.445224546082905,2.048619424446614,117.063188232715262,0.679028272628784,3.434825658798218,99857700.000000000000000,145100.000000000000000,0.1450959,13223371.972783776000142,13.223077754296488,38294.892627696179261,0.038294040570792,549.962127060438547,534.714316999125231,544.764211602070532,528.694032567089948,535.126660453516251,534.415753358910592,531.353410104516001,553.809960321112499,512.225416688332984,535.011451679353740,533.493016195549217,544.793826772856164,532.266957525191629,534.691984624440920,532.228929589959762,531.719042866800123,524.671679192991178,538.995005139851060,537.845696320504885
575,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75005300010957,Cook_Inlet_75005300010957,75005300010957.000000000000000,75005300010957,75005300010957.000000000000000,99500.043206475165789,110733000.073841333389282,92461800.000000000000000,18269700.000000000000000,16.4990997,575,2951.000000000000000,295100.000000000000000,75,107,32,89.404947475431925,8.776124533768456,263834.000000000000000,33,90,76,90,103,75,454,209.895471478303620,56.278485878231862,0.000001900001280,45.576694488525391,5.432336151737198,4.549918441745388,575,2951.000000000000000,295100.000000000000000,0.000001900001280,20.231992721557617,20.231990821556337,5.238922090182622,3.616421279635388,15460.059088128917210,4.767861843109131,10.378896713256836,98082300.000000000000000,12649200.000000000000000,11.4233074,,,1754896.296952911419794,1.584799739718669,508.673566611868921,500.477315466724349,485.144910288442134,491.200660410340902,500.353138360253070,502.091849294616168,484.382941065000352,508.381695207811333,493.741208267094521,499.872294435201013,501.051169657053208,509.074766771043244,508.938696732000835,486.307696632114755,482.557450828983008,480.763778332950324,480.802496964711452,488.713780604129568,492.641112409960101
