OID_,ORIG_FID,MERGE_SRC,cat_ID_con,cat_ID,cat_ID_txt,NHDPlusID,Shape_Length,Shape_Area,AwcHuc12_non_north_area,AwcHuc12_north_area,AwcHuc12_wtd_north_per,AwcHuc12_cat_elev_ZONE_CODE,AwcHuc12_cat_elev_COUNT,AwcHuc12_cat_elev_AREA,AwcHuc12_cat_elev_MIN,AwcHuc12_cat_elev_MAX,AwcHuc12_cat_elev_RANGE,AwcHuc12_cat_elev_MEAN,AwcHuc12_cat_elev_STD,AwcHuc12_cat_elev_SUM,AwcHuc12_cat_elev_VARIETY,AwcHuc12_cat_elev_MAJORITY,AwcHuc12_cat_elev_MINORITY,AwcHuc12_cat_elev_MEDIAN,AwcHuc12_cat_elev_PCT90,AwcHuc12_wtd_elev_MIN,AwcHuc12_wtd_elev_MAX,AwcHuc12_wtd_elev_MEAN,AwcHuc12_wtd_elev_STD,AwcHuc12_wtd_slope_MIN,AwcHuc12_wtd_slope_MAX,AwcHuc12_wtd_slope_MEAN,AwcHuc12_wtd_slope_STD,AwcHuc12_cat_slope_ZONE_CODE,AwcHuc12_cat_slope_COUNT,AwcHuc12_cat_slope_AREA,AwcHuc12_cat_slope_MIN,AwcHuc12_cat_slope_MAX,AwcHuc12_cat_slope_RANGE,AwcHuc12_cat_slope_MEAN,AwcHuc12_cat_slope_STD,AwcHuc12_cat_slope_SUM,AwcHuc12_cat_slope_MEDIAN,AwcHuc12_cat_slope_PCT90,AwcHuc12_non_wetland_area,AwcHuc12_wetland_area,AwcHuc12_wtd_wet_per,AwcHuc12_wtd_glacier_area_sqm,AwcHuc12_wtd_glacier_per,AwcHuc12_wtd_lake_area_sqm,AwcHuc12_wtd_lake_per,AwcHuc12_wtd_lcld_mn_2001,AwcHuc12_wtd_lcld_mn_2002,AwcHuc12_wtd_lcld_mn_2003,AwcHuc12_wtd_lcld_mn_2004,AwcHuc12_wtd_lcld_mn_2005,AwcHuc12_wtd_lcld_mn_2006,AwcHuc12_wtd_lcld_mn_2007,AwcHuc12_wtd_lcld_mn_2008,AwcHuc12_wtd_lcld_mn_2009,AwcHuc12_wtd_lcld_mn_2010,AwcHuc12_wtd_lcld_mn_2011,AwcHuc12_wtd_lcld_mn_2012,AwcHuc12_wtd_lcld_mn_2013,AwcHuc12_wtd_lcld_mn_2014,AwcHuc12_wtd_lcld_mn_2015,AwcHuc12_wtd_lcld_mn_2016,AwcHuc12_wtd_lcld_mn_2017,AwcHuc12_wtd_lcld_mn_2018,AwcHuc12_wtd_lcld_mn_2019,HUC12,AWC_OID,AWC_CODE,SPECIES,LSTAGE,sp_ls,sa_sp_hab,sa_sp_count,mult_awc,AWC_CODE_qc,region
955,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2072204,Bristol_Bay_2072204,2072204.000000000000000,2072204,,70860.000000000000000,88393400.000000000000000,72531200.000000000000000,15861700.000000000000000,17.9445400,97,2981.000000000000000,298100.000000000000000,78,173,95,113.833277423683427,22.521435902316981,339337.000000000000000,96,90,173,112,146,78,1370,585.802542964422969,268.157092108043855,0.000002014277925,66.802619934082031,21.609758958820542,11.075157305239786,97,2981.000000000000000,298100.000000000000000,0.000002014277925,24.316312789916992,24.316310775639067,10.413062883215202,4.790743882294325,31041.340454864519415,10.381968498229980,16.699645996093750,88393400.000000000000000,0.000000000000000,0.0000000,773825.949983251397498,0.875434082163659,184998.996615059615579,0.209290508810680,535.650812164709919,520.848996644550198,507.702581866975322,511.565005984620086,515.716768446509263,521.628571816442673,514.785640104360823,535.422180841557292,515.903525602586001,522.954548642761097,523.962393119852891,533.335767150027095,523.849329248564459,499.054306090724026,502.820062357595020,510.686658732443902,504.930606810009579,522.274643808249152,512.300145712239896,190302060201,"18964,19239","324-10-10150-2402,324-10-10150-2402","S,DV","s,p","DV_p, S_s",1,1,0,324-10-10150-2402,Bristol_Bay
956,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2072244,Bristol_Bay_2072244,2072244.000000000000000,2072244,,69880.000000000000000,92459100.000000000000000,75975600.000000000000000,16483500.000000000000000,17.8278828,98,1518.000000000000000,151800.000000000000000,11,22,11,14.505928853754950,2.375967543063080,22020.000000000000000,12,14,22,14,18,11,1393,690.241066590526884,275.886852305203433,0.000000284606273,66.910354614257812,21.781919594298238,10.937371113974043,98,1518.000000000000000,151800.000000000000000,0.000000284606273,11.422781944274902,11.422781659668630,2.352944470828151,2.106824658967934,3571.769706717133431,2.444650769233704,4.824771070480346,92428400.000000000000000,30700.000000000000000,0.0332039,,,298827.388611686124932,0.323199542945677,517.736137725427170,506.450406991327952,492.029283614917802,499.518194363465398,496.260727427102722,510.428907078729026,495.041728391585309,513.398365244269712,500.731250006782830,503.688903361292887,498.167136586546633,512.671610883488029,507.770615845138479,477.445173702833529,495.611831140671200,490.874710513372804,492.610101549684316,509.948707116468711,498.722824629460149,190302060901,"19638,20388","324-10-10150-2301,324-10-10150-2301","S,AC","s,p","S_s, AC_p",1,1,0,324-10-10150-2301,Bristol_Bay
957,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2073174,Bristol_Bay_2073174,2073174.000000000000000,2073174,,67240.000000000000000,82519600.000000000000000,61904600.000000000000000,20615000.000000000000000,24.9819431,99,2716.000000000000000,271600.000000000000000,27,273,246,77.409425625920690,68.368308418361650,210244.000000000000000,241,31,75,46,211,27,1444,687.120990649489158,307.577883357721987,0.000000678412903,68.137825012207031,23.268000406871661,11.464473947594314,99,2716.000000000000000,271600.000000000000000,0.000000678412903,50.023456573486328,50.023455895073425,12.297914046840011,13.037396066315983,33401.134551217473927,5.731927633285522,34.779356002807617,82519600.000000000000000,0.000000000000000,0.0000000,383831.594903541728854,0.465139912097904,283241.814741201465949,0.343241865861203,534.177339686568416,522.123585184609624,507.754823096575535,509.701270970772782,513.625965225230061,522.859593357214862,513.054602785270959,535.148928254624593,517.597804642778101,515.837125967646102,522.738168871397875,531.204431432048523,521.298485450728322,501.114805452279086,504.903910101357155,510.489109254040670,507.901664574235156,515.174593672287870,513.775007392178509,190302060203,"18542,19383,20334","324-10-10150-2402-3025,324-10-10150-2402-3025,324-10-10150-2402-3025","S,CO,DV","s,p,p","DV_p, S_s, CO_p",1,1,0,324-10-10150-2402-3025,Bristol_Bay
958,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2073484,Bristol_Bay_2073484,2073484.000000000000000,2073484,,138120.000000000000000,332578000.000000000000000,250527600.000000000000000,82049900.000000000000000,24.6709118,100,473.000000000000000,47300.000000000000000,11,56,45,17.566596194503180,9.749955517855174,8309.000000000000000,40,15,21,15,29,11,1444,554.220618352111273,304.231045420596388,0.000000182599422,69.969253540039062,21.975453496238480,11.937012100216338,100,473.000000000000000,47300.000000000000000,0.000000285507667,27.491542816162109,27.491542530654442,4.091659251695866,5.580128215204488,1935.354826052144517,2.851709365844727,8.714895057678223,332161300.000000000000000,416700.000000000000000,0.1252939,5200998.725296981632710,1.563843286476250,1369333.064645558828488,0.411732906159024,527.921446698216869,517.163368593234964,496.040463590496813,508.176005628757423,507.705247490813861,517.678465502827521,509.991887316659643,529.384472514719391,511.535774464935855,516.241837704234172,515.261097246363079,525.608354431138196,516.554773015653268,489.241122383319748,495.485085603979826,497.523912886601863,502.043178442349586,512.484137856382176,505.337691609187630,190302060205,"18964,19041,19239,19424,19594,20190","324-10-10150-2402,324-10-10150-2402,324-10-10150-2402,324-10-10150-2402,324-10-10150-2402,324-10-10150-2402","S,CO,DV,CH,P,K","s,p,p,p,p,p","DV_p, CO_p, S_s, CH_p, P_p, K_p",1,1,0,324-10-10150-2402,Bristol_Bay
959,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2073634,Bristol_Bay_2073634,2073634.000000000000000,2073634,,173660.000000000000000,485315900.000000000000000,358325400.000000000000000,126989900.000000000000000,26.1664734,101,3130.000000000000000,313000.000000000000000,11,186,175,70.160383386581515,50.493024500179125,219602.000000000000000,176,13,186,63,140,10,1444,507.136913054254137,298.490528402801829,0.000000182599422,71.644287109375000,20.615558561514309,11.991093399160571,101,3130.000000000000000,313000.000000000000000,0.000000286354123,37.393707275390625,37.393706989036502,14.885451084710603,9.908224857659050,46591.461895144188020,15.466546535491943,27.884711074829099,483585500.000000000000000,1730400.000000000000000,0.3565513,6699521.595495987683535,1.380445519196051,3663765.190520013216883,0.754923790982330,524.271707898167620,515.047644725220266,488.717295038624457,505.196533265941184,503.438764269791420,515.688227448537987,507.207327973068288,525.707804186066255,508.530049701411713,514.357496308841519,510.734754248187926,522.428548628092585,513.819798226969965,480.892478407382669,491.272812891859871,491.355235897495106,498.626103735943900,509.385361400823911,500.276684535227673,190302060207,"18964,19041,19239,19424,19594,20190","324-10-10150-2402,324-10-10150-2402,324-10-10150-2402,324-10-10150-2402,324-10-10150-2402,324-10-10150-2402","S,CO,DV,CH,P,K","s,p,p,p,p,p","DV_p, CO_p, S_s, CH_p, P_p, K_p",1,1,0,324-10-10150-2402,Bristol_Bay
960,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2073694,Bristol_Bay_2073694,2073694.000000000000000,2073694,,77300.000000000000000,52180400.000000000000000,42239300.000000000000000,9941100.000000000000000,19.0514069,102,5491.000000000000000,549100.000000000000000,210,243,33,220.384629393553183,8.586726008446316,1210132.000000000000000,34,211,243,218,232,210,862,354.022113667200131,117.521570258201194,0.000005453874564,38.011528015136719,6.398898878247222,5.595656134472825,102,5491.000000000000000,549100.000000000000000,0.000005454436177,29.517587661743164,29.517582207306987,3.024577829429112,3.952184936994132,16607.956861395254236,2.416841983795166,8.066505432128906,52053500.000000000000000,126900.000000000000000,0.2431948,,,2005583.503224026178941,3.843557165571797,501.851806545638908,493.869564217191510,432.366699548712688,487.360805235834732,484.453480022223118,495.928825765996862,468.116619635145071,495.158137921518403,492.617337161079888,485.566055640332138,485.233695027251031,492.320735371900071,500.784329399650176,426.967842771397386,444.380850441983796,462.817760220187552,474.834047873895940,481.420627931147635,475.928740789201413,190302060701,"19472,19874,20079","324-10-10150-2183-3054,324-10-10150-2183-3054,324-10-10150-2183-3054","K,S,CO","p,s,r","CO_r, S_s, K_p",1,1,0,324-10-10150-2183-3054,Bristol_Bay
961,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2074054,Bristol_Bay_2074054,2074054.000000000000000,2074054,,107320.000000000000000,165114700.000000000000000,132761400.000000000000000,32353300.000000000000000,19.5944386,103,1684.000000000000000,168400.000000000000000,174,278,104,198.552850356294414,31.019860854135096,334363.000000000000000,104,178,224,180,258,174,924,351.399405988686624,117.327830729667085,0.000004588931006,55.163562774658203,7.610606348903790,6.788876825159133,103,1684.000000000000000,168400.000000000000000,0.000004588931006,33.548896789550781,33.548892200619775,5.033886911857467,5.339556209838827,8477.065559567974560,3.435001134872437,12.223854541778568,164847400.000000000000000,267300.000000000000000,0.1618875,,,3400126.300412721000612,2.059251114778224,501.306657018987835,492.869810579055979,428.830813439028361,486.214774385377495,483.027538408451790,496.370724714395749,466.234702561329527,492.869121889208543,491.619697701051734,484.906044837638149,483.755328871382630,491.994762428782110,499.542890852446817,420.766436288874957,437.371249678007132,459.400077886164013,474.312702005840720,482.540926079835856,475.550006318379246,190302060702,"18103,18623,18943,19019,19216,19481,19514","324-10-10150-2183,324-10-10150-2183,324-10-10150-2183,324-10-10150-2183,324-10-10150-2183,324-10-10150-2183,324-10-10150-2183","K,CH,K,S,CO,S,CO","s,s,r,r,s,s,r","K_s, CH_s, S_r, S_s, K_r, CO_r, CO_s",1,4,0,324-10-10150-2183,Bristol_Bay
962,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2074294,Bristol_Bay_2074294,2074294.000000000000000,2074294,,81004.452199999243021,98019266.782999992370605,67884700.000000000000000,30134500.000000000000000,30.7434673,104,565.000000000000000,56500.000000000000000,35,45,10,38.847787610619513,1.889378665726217,21949.000000000000000,11,37,45,39,41,35,1380,681.778602559493038,272.739776719351880,0.000000936058314,71.269294738769531,16.601114966299587,11.423955607708066,104,565.000000000000000,56500.000000000000000,0.000000937878610,8.909675598144531,8.909674660265921,2.946415211824366,1.868961935744564,1664.724594680767041,2.873149871826172,5.527666854858399,97876300.000000000000000,142900.000000000000000,0.1457878,,,512974.268148709554225,0.523340242163164,511.058231448526783,501.404295280923122,476.639920546180974,489.815265784664405,486.479854967194115,505.955456686032846,486.412769130949926,507.793978118576206,494.919857538118094,497.388652427276895,494.064066019716677,507.171925500307111,501.346898362767547,466.203878423814274,486.702853114489130,477.774633949267127,488.266412090690324,499.809026190789496,491.108251240569814,190302060902,"18302,19606","324-10-10150-2273,324-10-10150-2273","AC,S","p,s","S_s, AC_p",1,1,0,324-10-10150-2273,Bristol_Bay
963,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2074724,Bristol_Bay_2074724,2074724.000000000000000,2074724,,168400.000000000000000,325143400.000000000000000,268260100.000000000000000,56883300.000000000000000,17.4948349,105,118.000000000000000,11800.000000000000000,36,39,3,37.381355932203377,0.535510077219647,4411.000000000000000,4,37,39,37,38,36,924,282.692788781812510,127.453243168098680,0.000000915596274,55.163562774658203,7.284898862476661,6.580399206663214,105,118.000000000000000,11800.000000000000000,0.000000915596274,3.435398817062378,3.435397901466104,0.586766916547250,1.155775175334316,69.238496152575493,0.000000998771156,2.873071718215942,324730300.000000000000000,413100.000000000000000,0.1270516,,,5311483.788275541737676,1.633581917478731,496.739538714939556,491.164292309519510,412.645499509646356,484.234490503082441,478.107064118642484,494.214698191629680,463.226612648736136,491.362186961201019,491.944275664214331,482.957026585953486,480.973455097042802,490.512383766671007,495.907871751013715,412.447995381788473,429.269649343139463,445.265142028768082,471.913248676407932,481.834832742350272,469.208644420271924,190302060703,"18890, 19132, 19974",324-10-10150-2183-3010,,,"S_s, K_p, CO_s",1,2,,324-10-10150-2183-3010,Bristol_Bay
964,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2074794,Bristol_Bay_2074794,2074794.000000000000000,2074794,,191720.000000000000000,352576500.000000000000000,292597500.000000000000000,59979000.000000000000000,17.0116272,106,1870.000000000000000,187000.000000000000000,13,28,15,16.167379679144403,2.681946990151528,30233.000000000000000,16,15,13,15,19,13,924,265.517446851960869,136.117084873558042,0.000000267693423,55.163562774658203,6.905015614619727,6.535329077879961,106,1870.000000000000000,187000.000000000000000,0.000000267693423,15.790907859802246,15.790907592108823,1.107520472243424,2.262420536618453,2071.063283095203587,0.000000419990585,3.435904550552368,351879600.000000000000000,696900.000000000000000,0.1976592,,,7557607.384907103143632,2.143536901894228,494.156577267941259,490.588564101131567,410.872767817556451,483.257235414764068,476.104520662127811,493.439783507787979,460.532737625088259,490.428597701491981,491.531175434051420,482.265177060723943,480.535565330224813,489.697495948575238,493.977843714344033,411.611432974104673,428.189954027164276,442.282551985478847,471.582536864828228,481.388353938858245,467.299652685819751,190302060704,"18103,18675,19019,19216,19403,19481,19514,20431","324-10-10150-2183,324-10-10150-2183,324-10-10150-2183,324-10-10150-2183,324-10-10150-2183,324-10-10150-2183,324-10-10150-2183,324-10-10150-2183","K,CH,S,CO,P,S,CO,AC","s,s,r,s,p,s,r,p","K_s, CH_s, AC_p, S_r, S_s, CO_r, P_p, CO_s",1,4,0,324-10-10150-2183,Bristol_Bay
965,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2075404,Bristol_Bay_2075404,2075404.000000000000000,2075404,,180740.000000000000000,383013300.000000000000000,306480300.000000000000000,76532900.000000000000000,19.9817924,107,2438.000000000000000,243800.000000000000000,11,52,41,16.303117309269915,6.463851534856226,39747.000000000000000,37,14,37,14,28,11,1770,718.531690552704845,381.072904887421032,0.000000234532365,73.596176147460938,23.285049287329887,12.192299943361403,107,2438.000000000000000,243800.000000000000000,0.000000255752752,23.011798858642578,23.011798602889826,4.051350735145236,4.353180523094122,9877.193092284085651,2.851690769195557,10.676017951965335,382640700.000000000000000,372600.000000000000000,0.0972812,22453056.982349183410406,5.862213396336155,794333.249791296082549,0.207390513538641,529.222233120057467,515.979221093917090,502.753831649222661,509.227497473241556,510.634798806448373,517.052259879987332,507.192357316220409,527.076496813237327,512.488995052426162,512.258368816831762,512.269284489591428,528.424671325166969,517.367979942873717,493.222723522581873,500.629537337989518,504.581768459719058,503.614858829635239,515.245037835241874,506.409487427082581,190302060104,"18786,19739,20304","324-10-10150-2341-3006,324-10-10150-2341,324-10-10150-2341","S,S,AC","s,s,p","S_s, AC_p",1,1,1,324-10-10150-2341,Bristol_Bay
966,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2076174,Bristol_Bay_2076174,2076174.000000000000000,2076174,,70020.000000000000000,64741500.000000000000000,54425800.000000000000000,10315700.000000000000000,15.9336748,108,3143.000000000000000,314300.000000000000000,22,53,31,35.150493159401840,9.433320367949253,110478.000000000000000,32,25,22,33,50,22,961,254.402550141722401,178.742387663433817,0.000000581040467,47.009254455566406,7.587393584400762,8.337896912403059,108,3143.000000000000000,314300.000000000000000,0.000000581040467,15.529711723327637,15.529711142287169,3.510218235169147,2.938713286513100,11032.615913136629388,2.873150110244751,8.049982452392578,64326500.000000000000000,415000.000000000000000,0.6410108,,,653182.796665510744788,1.008908963594465,487.936680490875119,486.283505942864963,405.592224461898297,474.150242116722779,464.672350810528883,493.107405605365727,442.900125885252294,487.942404794452045,485.944584231135082,469.349108377164384,475.796062803611505,486.890742414060753,482.037243499149326,406.163114849053045,428.583933025955844,434.733263826140671,471.816488651016073,468.714725485197448,456.180227520212497,190302060903,"18249,19055,19662","324-10-10150-2261,324-10-10150-2261,324-10-10150-2261","S,AC,CO","s,p,p","CO_p, S_s, AC_p",1,1,0,324-10-10150-2261,Bristol_Bay
967,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2076202,Bristol_Bay_2076202,2076202.000000000000000,2076202,,63140.000000000000000,81351900.000000000000000,57725800.000000000000000,23626100.000000000000000,29.0418549,109,3706.000000000000000,370600.000000000000000,159,340,181,209.035078251483753,35.783156365811038,774684.000000000000000,154,166,299,213,255,159,1850,994.138719562792403,359.347415459879755,0.000004191277185,77.356842041015625,28.400016586594834,13.574663094048553,109,3706.000000000000000,370600.000000000000000,0.000004191277185,30.921516418457031,30.921512227179846,10.404403813704207,6.420319160889581,38558.720533587787941,9.324633121490479,19.655539512634277,81351900.000000000000000,0.000000000000000,0.0000000,19643854.060773611068726,24.146767390526357,31840.310884318336321,0.039138988621432,546.262286437074863,533.255512163820072,532.850332936292489,525.457689371722950,525.509611945142751,530.790129056609885,528.616617436097613,547.542641290493293,524.982380251719064,533.910657280288660,534.049012991719223,543.298329848478602,528.848866467775565,524.198425605307079,524.013377683864292,526.950757142730026,526.876418374979494,534.750132449278908,526.145798684479132,190302050503,18213,324-10-10150-2207-3214-4250,S,s,S_s,1,1,0,324-10-10150-2207-3214-4250,Bristol_Bay
968,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2076254,Bristol_Bay_2076254,2076254.000000000000000,2076254,,94340.000000000000000,126154064.216912508010864,108221600.000000000000000,17932500.000000000000000,14.2147579,110,191.000000000000000,19100.000000000000000,13,15,2,13.659685863874344,0.617712301727859,2609.000000000000000,3,14,15,14,14,13,961,233.295936477691697,179.358110056428643,0.000000300298041,55.270801544189453,7.339716633354399,7.976795527910168,110,191.000000000000000,19100.000000000000000,0.000000338113097,4.102468490600586,4.102468152487489,1.239117393104377,1.393698022808814,236.671422082935948,0.679533898830414,3.435211420059204,124577600.000000000000000,1576500.000000000000000,1.2496622,,,1482187.087168091675267,1.174902367488995,479.662628895128876,485.755527156448238,400.277803760321945,469.090554103563989,452.473825578111587,491.584451515060209,434.752077147206592,482.817297866436490,483.765753526172318,462.280722528436229,469.176725979498201,483.226291141040520,475.328879518398480,403.231957042476949,430.718251427978032,426.357139278538455,470.844919930683261,459.360693231583525,452.311916091102319,190302060904,"18249, 19055, 19662",324-10-10150-2261,,,"S_s, AC_p, CO_p",1,1,,324-10-10150-2261,Bristol_Bay
969,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2076454,Bristol_Bay_2076454,2076454.000000000000000,2076454,,949042.229400001466274,8821833435.357736587524414,6807086700.000000000000000,2014746200.000000000000000,22.8381805,111,2528.000000000000000,252800.000000000000000,68,119,51,87.280854430379620,16.455066759352821,220646.000000000000000,52,68,119,92,109,68,3127,588.729666269239942,455.236897992154866,0.000001775333658,83.721885681152344,16.423187809438293,14.579833330538440,111,2528.000000000000000,252800.000000000000000,0.000001778475166,42.094886779785156,42.094885001309990,5.945973943498513,8.634198379600130,15031.422129164242506,2.444873452186584,19.783619880676273,8689789100.000000000000000,132044400.000000000000000,1.4967909,517205152.800046503543854,5.862785288227029,519654881.242217540740967,5.890554214721975,511.585268781190962,503.936263759926590,468.611536786674208,494.241955731282644,495.846569349058825,505.317671154227583,483.817537795245755,509.805142786645149,495.796353325820860,496.891391630548583,500.590977606456931,506.793454529451139,503.604816728278820,466.437386631564834,473.211025341368384,483.723286718168993,492.423610928610287,499.955807999512388,491.996681735646803,190302051405,"18221,18508,19955,20413","324-10-10150-2207,324-10-10150-2207,324-10-10150-2207,324-10-10150-2207","AC,S,CO,K","p,s,p,p","CO_p, S_s, K_p, AC_p",1,1,0,324-10-10150-2207,Bristol_Bay
970,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2076994,Bristol_Bay_2076994,2076994.000000000000000,2076994,,1001886.681600000709295,8924635171.206823348999023,6894348900.000000000000000,2030285700.000000000000000,22.7492313,112,4272.000000000000000,427200.000000000000000,11,32,21,13.973548689138559,4.372625385579084,59695.000000000000000,22,11,32,11,22,11,3127,583.908927655144680,455.059335168446012,0.000000283495893,83.721885681152344,16.317560833888955,14.550181159396450,112,4272.000000000000000,427200.000000000000000,0.000000284306338,16.738914489746094,16.738914205439755,1.401701190197097,2.586385570026938,5988.067484521998267,0.000000292379582,4.102932453155518,8791858200.000000000000000,132777000.000000000000000,1.4877583,517205152.800046741962433,5.795252611206831,521527182.772189319133759,5.843680696940651,511.175638342010984,503.662698998576047,467.785151488063946,493.958219099967437,495.446542803962529,505.155094220113256,483.366535704190994,509.449365996309950,495.692249690304209,496.623890311515311,500.298580136472083,506.518735975671689,503.336902780107039,465.666176699816788,472.594124531027262,482.980122333229474,492.201115265912165,499.556187916810586,491.532050674473396,190302051406,"18221,18508,19840,19955","324-10-10150-2207,324-10-10150-2207,324-10-10150-2207,324-10-10150-2207","AC,S,K,CO","p,s,s,p","CO_p, S_s, K_s, AC_p",1,2,0,324-10-10150-2207,Bristol_Bay
971,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2077333,Bristol_Bay_2077333,2077333.000000000000000,2077333,,37960.000000000000000,31203200.000000000000000,27631900.000000000000000,3571300.000000000000000,11.4453001,113,1522.000000000000000,152200.000000000000000,72,99,27,80.422470433639987,5.611921297668747,122403.000000000000000,28,79,73,79,91,72,621,294.170447261818765,161.958507901629929,0.000001883029199,38.422668457031250,10.078115485189604,7.410075524541154,113,1522.000000000000000,152200.000000000000000,0.000001883029199,21.771076202392578,21.771074319363379,4.631052278986487,5.550660657119717,7048.461568617432931,2.851608514785767,14.529153060913085,30683800.000000000000000,519400.000000000000000,1.6645728,,,27002.354675676699117,0.086537132972505,493.556846733672046,488.055737873037913,415.488171085017257,483.429965516356049,472.038133909344651,492.996160650189438,460.158794610805444,491.325646087583152,486.510742487946800,476.743346836219075,480.808045328688422,484.863318505796883,489.659099066762849,423.219333273508369,438.007518459643904,445.038031355756004,471.469089708751028,471.019026894681531,467.714170341499141,190302051403,18680,324-10-10150-2207-3031,CO,p,CO_p,2,0,0,324-10-10150-2207-3031,Bristol_Bay
972,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2078492,Bristol_Bay_2078492,2078492.000000000000000,2078492,,99402.222799997776747,194907511.113999992609024,135328900.000000000000000,59578600.000000000000000,30.5676289,114,1998.000000000000000,199800.000000000000000,113,211,98,139.494494494494745,25.829670760800070,278710.000000000000000,99,117,211,130,180,113,1850,895.263196644566051,396.917304648561071,0.000002910775265,77.545478820800781,28.472778947879316,13.512763800750260,114,1998.000000000000000,199800.000000000000000,0.000002912497393,14.720941543579102,14.720938631081708,5.873604591807999,2.864167038707938,11735.461974432382704,6.185516357421875,9.140764522552482,194759000.000000000000000,148500.000000000000000,0.0761900,27899414.461988579481840,14.314181276303103,356796.433367446588818,0.183059355346628,532.069554532286134,518.459793491789242,513.334665418213376,512.455430396462589,510.963322088681707,519.903030924924110,513.253810653773940,532.000158023681365,512.284550876696585,520.702462963205562,518.788538152718615,529.130385952312622,515.789571463387119,505.305289432170014,507.039783487037937,510.883105575721231,512.392224003691922,521.938152713468980,511.584882572499453,190302050504,20326,324-10-10150-2207-3214-4250,S,p,S_p,2,0,0,324-10-10150-2207-3214-4250,Bristol_Bay
973,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2078522,Bristol_Bay_2078522,2078522.000000000000000,2078522,,73062.222799997776747,114086011.113999992609024,96012600.000000000000000,18073400.000000000000000,15.8419085,115,2500.000000000000000,250000.000000000000000,94,360,266,171.753199999999907,78.854003638115884,429383.000000000000000,266,97,238,141,305,94,1323,599.081010816390062,294.547515833208706,0.000002442284767,64.839416503906250,23.471788358496923,11.985785111182626,115,2500.000000000000000,250000.000000000000000,0.000002492535032,49.113826751708984,49.113824259173953,20.238031653407667,13.355438664583762,50595.079133519167954,19.350505828857422,38.485520172119138,114040100.000000000000000,45900.000000000000000,0.0402328,,,4590925.945998737588525,4.024091912032294,511.814215023884913,499.743275390587769,464.576257143859323,487.244106650586161,490.646441907502549,499.028150759947266,465.690615008278826,506.931679957770655,490.525304075477834,485.655323259043939,493.745259011835230,504.073173589329201,498.805199525205012,456.601198028830652,476.889295772438118,478.222018419475830,480.321724180847866,495.822164928694349,484.113809763048835,190302050607,18232,324-10-10150-2207-3203-4011,S,s,S_s,1,1,0,324-10-10150-2207-3203-4011,Bristol_Bay
