OID_,non_north_area,north_area,region,wtd_north_per,cat_ID_txt,cat_ID_con,wtd_elev_COUNT,wtd_elev_AREA,wtd_elev_MIN,wtd_elev_MAX,wtd_elev_RANGE,wtd_elev_MEAN,wtd_elev_STD,wtd_elev_SUM,wtd_elev_VARIETY,wtd_elev_MAJORITY,wtd_elev_MINORITY,wtd_elev_MEDIAN,wtd_elev_PCT90,wtd_slope_ZONE_CODE,wtd_slope_COUNT,wtd_slope_AREA,wtd_slope_MIN,wtd_slope_MAX,wtd_slope_RANGE,wtd_slope_MEAN,wtd_slope_STD,wtd_slope_SUM,wtd_slope_MEDIAN,wtd_slope_PCT90,non_wetland_area,wetland_area,wtd_wet_per,O1Region,wtd_glacier_area_sqm,wtd_glacier_per,FType,wtd_lake_area_sqm,wtd_lake_per
98,1742862200.000000000000000,638924325.000000000000000,Cook_Inlet,26.8254242,75000700032122.0,Cook_Inlet_75000700032122,95271461.000000000000000,2381786525.000000000000000,741,4003,3262,1339.042041477713383,463.517502732173568,127572491632.000000000000000,3263,787,741,1275,1977,98,95271461.000000000000000,2381786525.000000000000000,0.000000000000000,84.894302368164062,84.894302368164062,15.352809188436881,14.327880691636178,1462684561.836606025695801,10.312187194824219,37.609233856201172,2240886325.000000000000000,140900200.000000000000000,5.9157357, 1,542271383.189134955406189,22.767450028518059,390,18375898.933459896594286,0.771518419866027
99,274067900.000000000000000,133111250.000000000000000,Cook_Inlet,32.6910782,75000500009621.0,Cook_Inlet_75000500009621,16287166.000000000000000,407179150.000000000000000,521,1943,1422,1144.882024840900613,271.181943461712535,18646883589.000000000000000,1423,1184,1943,1153,1496,99,16287166.000000000000000,407179150.000000000000000,0.000000000000000,79.192710876464844,79.192710876464844,20.066384924346881,13.187478435393798,326824542.282735109329224,18.318365097045898,38.441394805908203,397762525.000000000000000,9416625.000000000000000,2.3126490,,,,390,819028.046181875281036,0.201146918541863
100,62446900.000000000000000,37375125.000000000000000,Cook_Inlet,37.4417610,75000500011984.0,Cook_Inlet_75000500011984,3992881.000000000000000,99822025.000000000000000,162,875,713,588.916549729374310,157.022168053587194,2351473702.000000000000000,714,714,162,628,770,100,3992881.000000000000000,99822025.000000000000000,0.000000000000000,65.552497863769531,65.552497863769531,9.993913822106311,7.366778755435944,39904508.615925669670105,8.295175552368164,19.931648254394531,97669225.000000000000000,2152800.000000000000000,2.1566384,,,,390,1894555.455743290716782,1.897930896918613
101,64191275.000000000000000,61950025.000000000000000,Cook_Inlet,49.1116104,75000500009975.0,Cook_Inlet_75000500009975,5045652.000000000000000,126141300.000000000000000,180,1330,1150,535.078853634773282,235.428117566474441,2699821688.000000000000000,1151,230,1330,505,857,101,5045652.000000000000000,126141300.000000000000000,0.000000000000000,68.949432373046875,68.949432373046875,12.568559982309640,10.293625795001461,63416579.811860598623753,9.743919372558594,27.886756896972656,121642050.000000000000000,4499250.000000000000000,3.5668335,,,,390,2318602.185543579049408,1.838100511353291
102,4978953025.000000000000000,1549953025.000000000000000,Cook_Inlet,23.7398586,75000500010609.0,Cook_Inlet_75000500010609,261156242.000000000000000,6528906050.000000000000000,149,5684,5535,1094.661959314752266,633.947918258438563,285877803555.000000000000000,5524,198,5614,1021,1892,102,261156242.000000000000000,6528906050.000000000000000,0.000000000000000,88.320518493652344,88.320518493652344,19.758077960866082,15.960929415106435,5159945389.402809143066406,15.609235763549805,42.575572967529297,6362128675.000000000000000,166777375.000000000000000,2.5544460, 1,1288600946.716165304183960,19.736866480813504,390,27968067.126569271087646,0.428373118931996
103,3675712675.000000000000000,1536528150.000000000000000,Cook_Inlet,29.4792233,75000300025361.0,Cook_Inlet_75000300025361,208489633.000000000000000,5212240825.000000000000000,116,2663,2547,1098.802776395133833,497.057957885696794,229088987590.000000000000000,2548,554,2663,1060,1780,103,208489633.000000000000000,5212240825.000000000000000,0.000000000000000,81.592941284179688,81.592941284179688,18.800207879281466,13.159254021218748,3919648441.075100898742676,15.833632469177246,37.954689025878906,5182536100.000000000000000,29704725.000000000000000,0.5699031, 1,241276110.989778727293015,4.629024955198319,390,25716781.859434343874454,0.493391676889869
104,12109345400.000000000000000,3685015125.000000000000000,Cook_Inlet,23.3312073,75000600010189.0,Cook_Inlet_75000600010189,631774421.000000000000000,15794360525.000000000000000,15,6162,6147,822.332534054797293,659.886281999966400,519528660572.000000000000000,6148,51,6161,688,1663,104,631774421.000000000000000,15794360525.000000000000000,0.000000000000000,87.664901733398438,87.664901733398438,16.317471735330148,14.913772841886169,10308961257.772069931030273,11.018096923828125,38.727996826171875,14330457650.000000000000000,1463902875.000000000000000,9.2685165, 1,2164089361.467579364776611,13.701660507066393,390,99176795.543322205543518,0.627925448416698
105,130434750.000000000000000,39409425.000000000000000,Cook_Inlet,23.2032833,75000600030148.0,Cook_Inlet_75000600030148,6793767.000000000000000,169844175.000000000000000,231,1375,1144,715.563576731451235,213.308204172633964,4861372214.000000000000000,1145,610,1375,658,1039,105,6793767.000000000000000,169844175.000000000000000,0.000000000000000,58.967948913574219,58.967948913574219,14.394205086194814,10.819110660919948,97790875.505822479724884,11.974948883056641,30.418636322021484,167295325.000000000000000,2548850.000000000000000,1.5006990,,,,390,60411.211945631446724,0.035568694196616
106,289621500.000000000000000,69468250.000000000000000,Cook_Inlet,19.3456516,75000200008033.0,Cook_Inlet_75000200008033,14363590.000000000000000,359089750.000000000000000,65,453,388,211.576104720337099,100.698574727893771,3038992422.000000000000000,389,76,453,217,340,106,14363590.000000000000000,359089750.000000000000000,0.000000000000000,58.658927917480469,58.658927917480469,4.294971298386164,5.066668923019702,61691206.791786521673203,2.505133628845215,10.560490608215332,235075250.000000000000000,124014500.000000000000000,34.5357933,,,,390,5031596.358859749510884,1.401203774962297
107,303421150.000000000000000,72001100.000000000000000,Cook_Inlet,19.1786976,75000200002920.0,Cook_Inlet_75000200002920,15016890.000000000000000,375422250.000000000000000,64,453,389,206.235703131606186,101.655583342605070,3097018868.000000000000000,390,74,453,203,338,107,15016890.000000000000000,375422250.000000000000000,0.000000000000000,58.658927917480469,58.658927917480469,4.216487453573792,5.017787432551708,63318528.276697739958763,2.431502580642700,10.381373405456543,248260425.000000000000000,127161825.000000000000000,33.8716812,,,,390,5412667.354024099186063,1.441750934148122
108,247717000.000000000000000,60544850.000000000000000,Cook_Inlet,19.6407204,75000200000411.0,Cook_Inlet_75000200000411,12330474.000000000000000,308261850.000000000000000,70,453,383,229.271911363665737,97.198030894293495,2827031342.000000000000000,384,303,453,254,345,108,12330474.000000000000000,308261850.000000000000000,0.000000000000000,58.658927917480469,58.658927917480469,4.556987294853425,5.230798696750925,56189813.357520483434200,2.734507799148560,11.147955894470215,202894800.000000000000000,105367050.000000000000000,34.1810226,,,,390,4439856.524340094067156,1.440280462098844
109,320590850.000000000000000,53275250.000000000000000,Cook_Inlet,14.2498207,75000200013251.0,Cook_Inlet_75000200013251,14954644.000000000000000,373866100.000000000000000,98,450,352,201.673521148347362,66.599719274784832,3015955713.000000000000000,353,146,450,195,297,109,14954644.000000000000000,373866100.000000000000000,0.000000000000000,52.632465362548828,52.632465362548828,2.906405966955195,3.921265683196340,43464266.555290713906288,1.617098450660706,6.517426013946533,236508875.000000000000000,137357225.000000000000000,36.7396851,,,,390,5202485.067676965147257,1.391536346905745
110,276703900.000000000000000,122943625.000000000000000,Cook_Inlet,30.7630138,75000200008551.0,Cook_Inlet_75000200008551,15985901.000000000000000,399647525.000000000000000,42,1829,1787,542.047802497940438,412.275936355123122,8665122508.000000000000000,1788,62,1823,526,1150,110,15985901.000000000000000,399647525.000000000000000,0.000000000000000,76.662872314453125,76.662872314453125,8.810783370276546,10.090176331421395,140848310.689687222242355,5.376703739166260,22.765989303588867,355715175.000000000000000,43932350.000000000000000,10.9927740,,,,390,1013841.171975776785985,0.253684348772801
111,44127525.000000000000000,18394175.000000000000000,Cook_Inlet,29.4204655,75000200007305.0,Cook_Inlet_75000200007305,2500868.000000000000000,62521700.000000000000000,557,2061,1504,1214.968412167303313,303.876089562379207,3038475623.000000000000000,1505,1479,2061,1224,1617,111,2500868.000000000000000,62521700.000000000000000,0.000000000000000,80.575370788574219,80.575370788574219,28.618240463672155,13.922313441705029,71570441.791902855038643,28.499402999877930,47.136453247070321,62517200.000000000000000,4500.000000000000000,0.0071975, 1,1693311.636523733148351,2.708356119103114,390,115536.604315162898274,0.184794259088517
112,44044925.000000000000000,7190425.000000000000000,Cook_Inlet,14.0341091,75000200015657.0,Cook_Inlet_75000200015657,2049414.000000000000000,51235350.000000000000000,109,339,230,242.096257759531824,54.857411486272966,496155460.000000000000000,231,302,109,250,307,112,2049414.000000000000000,51235350.000000000000000,0.000000000000000,47.574825286865234,47.574825286865234,2.360936430227525,2.903034296850541,4838536.173218312673271,1.518927812576294,4.867029666900635,28289175.000000000000000,22946175.000000000000000,44.7858276,,,,390,475294.641168167756405,0.927669922876958
113,352142475.000000000000000,61365900.000000000000000,Cook_Inlet,14.8403044,75000200003107.0,Cook_Inlet_75000200003107,16540335.000000000000000,413508375.000000000000000,92,450,358,193.412065898303155,68.288304032278376,3199100363.000000000000000,359,118,450,185,293,113,16540335.000000000000000,413508375.000000000000000,0.000000000000000,52.632465362548828,52.632465362548828,2.782980585395487,3.814079158709259,46031431.180937454104424,1.529149770736694,6.253998279571533,254512400.000000000000000,158995975.000000000000000,38.4504852,,,,390,6828639.968393781222403,1.651387147340850
114,26611875.000000000000000,5627850.000000000000000,Cook_Inlet,17.4562588,75000200008009.0,Cook_Inlet_75000200008009,1289589.000000000000000,32239725.000000000000000,107,264,157,188.185396277418505,47.579947688771455,242681817.000000000000000,158,242,264,191,248,114,1289589.000000000000000,32239725.000000000000000,0.000000000000000,45.693901062011719,45.693901062011719,3.795612549118945,4.680258174846243,4894780.191605750471354,2.192691564559937,8.848661422729492,22401675.000000000000000,9838050.000000000000000,30.5153046,,,,390,876587.125803160946816,2.719000666638572
115,21133959850.000000000000000,7534910150.000000000000000,Cook_Inlet,26.2825508,75000200013536.0,Cook_Inlet_75000200013536,1146754800.000000000000000,28668870000.000000000000000,80,5684,5604,1061.377857603117263,476.784954595564159,1217140152820.000000000000000,5593,720,5614,1004,1656,115,1146754800.000000000000000,28668870000.000000000000000,0.000000000000000,88.320518493652344,88.320518493652344,14.396810093196674,13.555013685373629,16509611079.061733245849609,9.453198432922363,35.497634887695312,27726372225.000000000000000,942497775.000000000000000,3.2875302, 1,2206246923.151897907257080,7.695619758858616,390,455762293.818100512027740,1.589746495210329
116,337956500.000000000000000,57671750.000000000000000,Cook_Inlet,14.5772581,75000200015867.0,Cook_Inlet_75000200015867,15825130.000000000000000,395628250.000000000000000,92,450,358,197.014683165320633,67.639908683272935,3117782973.000000000000000,359,118,450,189,294,116,15825130.000000000000000,395628250.000000000000000,0.000000000000000,52.632465362548828,52.632465362548828,2.839996481631051,3.871568538051447,44943313.521353997290134,1.562695503234863,6.387242317199707,246375650.000000000000000,149252600.000000000000000,37.7254639,,,,390,5466377.355260709300637,1.381695661912265
117,14193025.000000000000000,3696700.000000000000000,Cook_Inlet,20.6638165,75000200010712.0,Cook_Inlet_75000200010712,715589.000000000000000,17889725.000000000000000,92,132,40,114.036683068073870,6.507078404130301,81603396.000000000000000,41,115,132,115,122,117,715589.000000000000000,17889725.000000000000000,0.000000000000000,30.676877975463867,30.676877975463867,1.516813764031860,1.745723610578584,1085415.244589794427156,0.952858269214630,3.531649827957153,8145425.000000000000000,9744300.000000000000000,54.4686966,,,,390,1363018.538433221867308,7.618829713574660
118,14306700.000000000000000,3658075.000000000000000,Cook_Inlet,20.3624878,75000200003070.0,Cook_Inlet_75000200003070,718591.000000000000000,17964775.000000000000000,93,151,58,120.648452318495103,12.048486321603614,86696892.000000000000000,59,128,151,123,134,118,718591.000000000000000,17964775.000000000000000,0.000000000000000,36.409942626953125,36.409942626953125,1.722780217853362,2.648542425897571,1237974.359527465188876,0.873810291290283,3.848646640777588,7980325.000000000000000,9984450.000000000000000,55.5779305,,,,390,250914.781783183891093,1.396705698053892
119,257262600.000000000000000,124063700.000000000000000,Cook_Inlet,32.5347862,75000200006065.0,Cook_Inlet_75000200006065,15253052.000000000000000,381326300.000000000000000,98,1590,1492,625.929362005743428,314.960271270394571,9547333107.000000000000000,1493,174,98,643,1069,119,15253052.000000000000000,381326300.000000000000000,0.000000000000000,73.498893737792969,73.498893737792969,9.214120237991132,9.110163634890801,140543455.124331116676331,6.205923557281494,21.813017654418957,355551650.000000000000000,25774650.000000000000000,6.7592111,,,,390,3297807.889802210964262,0.864824378572602
120,244753950.000000000000000,59685400.000000000000000,Cook_Inlet,19.6050224,75000200010532.0,Cook_Inlet_75000200010532,12177574.000000000000000,304439350.000000000000000,74,453,379,231.179026052314157,96.256364392268381,2815199697.000000000000000,380,303,453,256,345,120,12177574.000000000000000,304439350.000000000000000,0.000000000000000,58.658927917480469,58.658927917480469,4.596547888569368,5.244986448363377,55974802.057597242295742,2.775122165679932,11.218709945678711,201771025.000000000000000,102668325.000000000000000,33.7237358,,,,390,4431211.595184137113392,1.455528222460838
121,322860375.000000000000000,53795100.000000000000000,Cook_Inlet,14.2823095,75000200005573.0,Cook_Inlet_75000200005573,15066219.000000000000000,376655475.000000000000000,93,450,357,200.915741766398526,66.941093584019271,3027040566.000000000000000,358,146,450,195,297,121,15066219.000000000000000,376655475.000000000000000,0.000000000000000,52.632465362548828,52.632465362548828,2.896965820543612,3.914583128608375,43646321.487824752926826,1.608584165573120,6.494984626770020,238053275.000000000000000,138602200.000000000000000,36.7981377,,,,390,5214452.159419409930706,1.384409981517259
122,337210825.000000000000000,57455525.000000000000000,Cook_Inlet,14.5579996,75000200005575.0,Cook_Inlet_75000200005575,15786654.000000000000000,394666350.000000000000000,93,450,357,197.252261055446667,67.557145634909105,3113953196.000000000000000,358,118,450,190,295,122,15786654.000000000000000,394666350.000000000000000,0.000000000000000,52.632465362548828,52.632465362548828,2.843702656392850,3.873963460065796,44892549.915354818105698,1.565840244293213,6.393589019775391,246068175.000000000000000,148598175.000000000000000,37.6515961,,,,390,5465366.941202595829964,1.384811507840310
123,1344679525.000000000000000,299257625.000000000000000,Cook_Inlet,18.2037144,75000200018331.0,Cook_Inlet_75000200018331,65757486.000000000000000,1643937150.000000000000000,29,453,424,148.421030557646731,85.714543842287512,9759793839.000000000000000,425,106,453,116,289,123,65757486.000000000000000,1643937150.000000000000000,0.000000000000000,58.658927917480469,58.658927917480469,2.722801301849265,3.816279775400447,179044568.487134784460068,1.361648678779602,6.526207447052002,955714850.000000000000000,688222300.000000000000000,41.8642693,,,,390,33534852.802880980074406,2.039910403523993
124,979284850.000000000000000,210078300.000000000000000,Cook_Inlet,17.6630917,75000200005504.0,Cook_Inlet_75000200005504,47574526.000000000000000,1189363150.000000000000000,29,453,424,171.161847308788168,89.390792098930774,8142943755.000000000000000,425,67,453,154,305,124,47574526.000000000000000,1189363150.000000000000000,0.000000000000000,58.658927917480469,58.658927917480469,3.128501488580336,4.137443353853178,148836975.409503877162933,1.678295969963074,7.420984268188477,742912250.000000000000000,446450900.000000000000000,37.5369720,,,,390,17595824.903925277292728,1.479430521570722
125,751806100.000000000000000,157981125.000000000000000,Cook_Inlet,17.3646240,75000200003013.0,Cook_Inlet_75000200003013,36391489.000000000000000,909787225.000000000000000,37,453,416,182.134593393526217,91.444965258713438,6628149052.000000000000000,417,76,453,164,314,125,36391489.000000000000000,909787225.000000000000000,0.000000000000000,58.658927917480469,58.658927917480469,3.204418632651166,4.357576734460946,116613565.421519935131073,1.626324415206909,7.809497356414795,554482350.000000000000000,355304875.000000000000000,39.0536232,,,,390,14623229.166535051539540,1.607321745885025
126,282993125.000000000000000,67718350.000000000000000,Cook_Inlet,19.3088493,75000200015680.0,Cook_Inlet_75000200015680,14028459.000000000000000,350711475.000000000000000,70,453,383,214.846211191121341,99.582432468079801,3013961265.000000000000000,384,92,453,223,341,126,14028459.000000000000000,350711475.000000000000000,0.000000000000000,58.658927917480469,58.658927917480469,4.352428399642937,5.091890757691893,61057863.354826562106609,2.560719013214111,10.672316551208496,232033125.000000000000000,118678350.000000000000000,33.8393135,,,,390,4977061.875577712431550,1.419128409064655
127,199196025.000000000000000,50693525.000000000000000,Cook_Inlet,20.2863731,75000200000416.0,Cook_Inlet_75000200000416,9995582.000000000000000,249889550.000000000000000,76,453,377,259.802755957580814,81.838959196032519,2596879751.000000000000000,378,303,453,282,350,127,9995582.000000000000000,249889550.000000000000000,0.000000000000000,58.658927917480469,58.658927917480469,5.263401208067471,5.491036454943183,52610758.374137468636036,3.422312498092651,12.469733238220215,179588150.000000000000000,70301400.000000000000000,28.1329899,,,,390,3560237.907467642799020,1.424721522109177
128,51063425.000000000000000,9654825.000000000000000,Cook_Inlet,15.9010267,75000200005413.0,Cook_Inlet_75000200005413,2428730.000000000000000,60718250.000000000000000,105,275,170,194.600609783714276,44.143450801677659,472632339.000000000000000,171,242,275,197,250,128,2428730.000000000000000,60718250.000000000000000,0.000000000000000,45.693901062011719,45.693901062011719,3.449709016983172,4.142277484802068,8378411.780817539431155,2.057182788848877,7.857302856445322,41770975.000000000000000,18947275.000000000000000,31.2052383,,,,390,1100474.050699044484645,1.812445110316260
129,202889100.000000000000000,31916650.000000000000000,Cook_Inlet,13.5927887,75000200002930.0,Cook_Inlet_75000200002930,9392230.000000000000000,234805750.000000000000000,107,450,343,225.999198592880219,65.387882591561421,2122636453.000000000000000,344,214,450,217,312,129,9392230.000000000000000,234805750.000000000000000,0.000000000000000,52.632465362548828,52.632465362548828,3.170561344146996,4.198857024838957,29778641.373337745666504,1.805469274520874,6.998408317565918,158204650.000000000000000,76601100.000000000000000,32.6231804,,,,390,2814815.080247659701854,1.198789482900648
130,2844400.000000000000000,609575.000000000000000,Cook_Inlet,17.6485062,75000200010359.0,Cook_Inlet_75000200010359,138159.000000000000000,3453975.000000000000000,117,188,71,150.889004697486001,17.467261541785245,20846674.000000000000000,72,170,117,154,171,130,138159.000000000000000,3453975.000000000000000,0.000000000000000,40.654930114746094,40.654930114746094,5.395290164799789,5.159232050525512,745407.893878574017435,3.886453390121460,11.517668914794921,2889100.000000000000000,564875.000000000000000,16.3543453,,,,390,44466.559207218924712,1.287437967803981
131,40994025.000000000000000,8495275.000000000000000,Cook_Inlet,17.1658821,75000200010144.0,Cook_Inlet_75000200010144,1979572.000000000000000,49489300.000000000000000,118,342,224,227.586162059273903,46.796387815324174,450523194.000000000000000,225,221,342,226,288,131,1979572.000000000000000,49489300.000000000000000,0.000000000000000,43.953296661376953,43.953296661376953,3.931590303840574,3.868077686653727,7782866.080954292789102,2.833827972412109,7.926360464096073,35783700.000000000000000,13705600.000000000000000,27.6940670,,,,390,313103.407424158940557,0.632660647169379
132,136511675.000000000000000,21786900.000000000000000,Cook_Inlet,13.7631683,75000200018266.0,Cook_Inlet_75000200018266,6331943.000000000000000,158298575.000000000000000,115,450,335,230.854007529760338,66.414470730238762,1461754417.000000000000000,336,212,450,219,329,132,6331943.000000000000000,158298575.000000000000000,0.000000000000000,52.632465362548828,52.632465362548828,3.597465477753597,4.638770497630006,22778946.349603544920683,2.049901723861694,8.107732772827148,115376350.000000000000000,42922225.000000000000000,27.1147270,,,,390,2123040.375790143851191,1.341163112078389
133,61671300.000000000000000,18118975.000000000000000,Cook_Inlet,22.7082500,75000200002753.0,Cook_Inlet_75000200002753,3191611.000000000000000,79790275.000000000000000,217,453,236,322.661752951717403,37.828627083844871,1029810800.000000000000000,237,313,453,316,377,133,3191611.000000000000000,79790275.000000000000000,0.000000000000000,51.614906311035156,51.614906311035156,5.833445029915510,5.216785264705256,18618087.325373671948910,4.295795440673828,12.875967025756836,53234550.000000000000000,26555725.000000000000000,33.2819061,,,,390,892886.831277454853989,1.119032857824035
134,45875850.000000000000000,13637475.000000000000000,Cook_Inlet,22.9149952,75000200015505.0,Cook_Inlet_75000200015505,2380533.000000000000000,59513325.000000000000000,258,453,195,334.947552081817605,33.728965694794560,797353701.000000000000000,196,313,453,323,387,134,2380533.000000000000000,59513325.000000000000000,0.000000000000000,46.330120086669922,46.330120086669922,5.374501534876609,4.741465230936338,12794178.262324418872595,4.031062602996826,11.661543846130391,38443050.000000000000000,21070275.000000000000000,35.4042969,,,,390,740385.389658075175248,1.244067678552638
135,25383800.000000000000000,4744050.000000000000000,Cook_Inlet,15.7463942,75000200015584.0,Cook_Inlet_75000200015584,1205114.000000000000000,30127850.000000000000000,208,339,131,280.895781643888427,27.752164804695468,338511439.000000000000000,132,302,208,287,312,135,1205114.000000000000000,30127850.000000000000000,0.000000000000000,43.289615631103516,43.289615631103516,2.060630627994172,2.158481502867050,2483294.818624569103122,1.423625230789185,4.337918281555176,14400200.000000000000000,15727650.000000000000000,52.2030296,,,,390,308094.970533274405170,1.022622722880489
136,1320000.000000000000000,228950.000000000000000,Cook_Inlet,14.7809811,75000200002806.0,Cook_Inlet_75000200002806,61958.000000000000000,1548950.000000000000000,224,266,42,248.451902901965781,6.289091147582536,15393583.000000000000000,43,247,224,249,256,136,61958.000000000000000,1548950.000000000000000,0.000000000000000,28.244295120239258,28.244295120239258,1.736482054161143,1.897013557949039,107588.955111716088140,1.215413451194763,3.499916768074037,812425.000000000000000,736525.000000000000000,47.5499535,,,,390,21807.891282239797874,1.407883943211912
137,48749850.000000000000000,14619600.000000000000000,Cook_Inlet,23.0704231,75000200007853.0,Cook_Inlet_75000200007853,2534778.000000000000000,63369450.000000000000000,240,453,213,331.875492449431135,35.178910841815977,841230697.000000000000000,214,313,453,321,384,137,2534778.000000000000000,63369450.000000000000000,0.000000000000000,51.614906311035156,51.614906311035156,5.565170020912821,4.932135651778470,14106470.535269359126687,4.167078018188477,12.079616546630859,41811875.000000000000000,21557575.000000000000000,34.0188751,,,,390,751773.891625578165986,1.186343311664330
138,72948125.000000000000000,12801775.000000000000000,Cook_Inlet,14.9292011,75000200018577.0,Cook_Inlet_75000200018577,3429996.000000000000000,85749900.000000000000000,92,325,233,173.984772285451299,47.475190848772570,596767073.000000000000000,234,224,325,170,245,138,3429996.000000000000000,85749900.000000000000000,0.000000000000000,45.624374389648438,45.624374389648438,2.825425485377177,3.458698476522834,9691198.113141775131226,1.636375188827515,6.608157634735107,62512125.000000000000000,23237775.000000000000000,27.0994778,,,,390,2271001.046099401079118,2.648403905191305
139,38262850.000000000000000,5472400.000000000000000,Cook_Inlet,12.5125618,75000200015695.0,Cook_Inlet_75000200015695,1749410.000000000000000,43735250.000000000000000,143,381,238,250.434425320538224,46.507155456335809,438112488.000000000000000,239,205,381,252,313,139,1749410.000000000000000,43735250.000000000000000,0.000000000000000,52.632465362548828,52.632465362548828,4.373823052781338,6.112764373068814,7651609.786766201257706,2.107832908630371,11.106571197509766,31276325.000000000000000,12458925.000000000000000,28.4871464,,,,390,288223.912629528786056,0.659027938499276
140,1596150.000000000000000,300150.000000000000000,Cook_Inlet,15.8281918,75000200013033.0,Cook_Inlet_75000200013033,75852.000000000000000,1896300.000000000000000,258,304,46,286.385487528344242,8.417302269213884,21722912.000000000000000,47,281,258,286,297,140,75852.000000000000000,1896300.000000000000000,0.020257117226720,40.011383056640625,39.991125939413905,2.824624084190107,3.653164319819599,214253.386033987975679,1.681346058845520,6.117990016937256,1154800.000000000000000,741500.000000000000000,39.1024628,,,,390,26920.286516509473586,1.419659897381175
141,5595900.000000000000000,1812525.000000000000000,Cook_Inlet,24.4657269,75000200005075.0,Cook_Inlet_75000200005075,296337.000000000000000,7408425.000000000000000,259,314,55,299.554527446791838,8.259995274636859,88769090.000000000000000,56,303,314,302,308,141,296337.000000000000000,7408425.000000000000000,0.000000000000000,38.897357940673828,38.897357940673828,3.156128839343834,3.339507596222728,935277.751864633639343,1.916447520256042,7.673479080200195,3542100.000000000000000,3866325.000000000000000,52.1882172,,,,390,194839.527056667837314,2.629779018365655
142,125241625.000000000000000,33859600.000000000000000,Cook_Inlet,21.2817974,75000200007839.0,Cook_Inlet_75000200007839,6364049.000000000000000,159101225.000000000000000,188,453,265,307.778253121556588,43.614725223197617,1958715884.000000000000000,266,303,453,308,362,142,6364049.000000000000000,159101225.000000000000000,0.000000000000000,54.542213439941406,54.542213439941406,5.758046384848759,5.679802522864361,36644489.337450362741947,3.880992650985718,13.319025993347168,108475625.000000000000000,50625600.000000000000000,31.8197422,,,,390,1622629.143670861842111,1.019869264545910
143,3116875.000000000000000,301525.000000000000000,Cook_Inlet,8.8206472,75000200007958.0,Cook_Inlet_75000200007958,136736.000000000000000,3418400.000000000000000,222,268,46,248.784080271471424,9.623662867058849,34017740.000000000000000,47,253,268,250,261,143,136736.000000000000000,3418400.000000000000000,0.000000000000000,18.507541656494141,18.507541656494141,1.739504544757811,1.535225362973375,237852.893432004086208,1.316480875015259,3.500179052352905,1600600.000000000000000,1817800.000000000000000,53.1769257,,,,,,
144,81718550.000000000000000,13421100.000000000000000,Cook_Inlet,14.1067371,75000200013189.0,Cook_Inlet_75000200013189,3805586.000000000000000,95139650.000000000000000,143,450,307,239.747162460659837,66.525868773085605,912378445.000000000000000,308,212,450,219,362,144,3805586.000000000000000,95139650.000000000000000,0.000000000000000,46.251319885253906,46.251319885253906,3.465085953303264,3.838308718833171,13186682.592687554657459,2.233403444290161,7.698340415954590,70791325.000000000000000,24348325.000000000000000,25.5921955,,,,390,1785948.259285293985158,1.877182737063763
145,199893325.000000000000000,31108700.000000000000000,Cook_Inlet,13.4668512,75000200002934.0,Cook_Inlet_75000200002934,9240081.000000000000000,231002025.000000000000000,109,450,341,227.791971195924248,64.473132925632214,2104816265.000000000000000,342,214,450,218,313,145,9240081.000000000000000,231002025.000000000000000,0.000000000000000,52.632465362548828,52.632465362548828,3.199731258152542,4.218785407855889,29565776.003561399877071,1.828026175498962,7.056981086730957,156771925.000000000000000,74230100.000000000000000,32.1339607,,,,390,2753227.047746357508004,1.191857447875171
146,2587525.000000000000000,267775.000000000000000,Cook_Inlet,9.3781738,75000200018235.0,Cook_Inlet_75000200018235,114212.000000000000000,2855300.000000000000000,130,218,88,175.508676846565635,23.999789936734103,20045197.000000000000000,89,208,130,174,208,146,114212.000000000000000,2855300.000000000000000,0.000000000000000,50.511058807373047,50.511058807373047,4.654310193001873,6.919531589734178,531578.075763129862025,1.961770296096802,13.866352748870854,2313375.000000000000000,541925.000000000000000,18.9796162,,,,390,1859.000027831599255,0.065107933083636
147,1553050.000000000000000,255475.000000000000000,Cook_Inlet,14.1261530,75000200013258.0,Cook_Inlet_75000200013258,72341.000000000000000,1808525.000000000000000,139,163,24,153.524087308717810,4.987784913096442,11106086.000000000000000,25,158,163,155,159,147,72341.000000000000000,1808525.000000000000000,0.000000000000000,23.685169219970703,23.685169219970703,1.540770812318050,1.876094803506181,111460.901333900037571,0.993325710296631,3.121302127838135,921900.000000000000000,886625.000000000000000,49.0247574,,,,390,11143.183540602898574,0.616163476757930
148,4451625.000000000000000,1193625.000000000000000,Cook_Inlet,21.1438828,75000200018069.0,Cook_Inlet_75000200018069,225810.000000000000000,5645250.000000000000000,236,314,78,288.505132633630353,9.865425594767125,65147344.000000000000000,79,297,236,289,300,148,225810.000000000000000,5645250.000000000000000,0.000000000000000,38.328739166259766,38.328739166259766,3.740390513161841,3.621538709101314,844617.581777075189166,2.457292556762695,8.741406440734863,1850200.000000000000000,3795050.000000000000000,67.2255402,,,,390,141112.939651876426069,2.499788556803345
